"last_name, first_name","pitcher","ff_avg_spin","si_avg_spin","fc_avg_spin","sl_avg_spin","ch_avg_spin","cu_avg_spin","fs_avg_spin","kn_avg_spin","st_avg_spin","sv_avg_spin"
"Smith, Will","519293","2215",,,"2402","2007","2159",,,,
"Uceta, Edwin","670955","2394","1232","2546",,"2186","2471",,,"2499",
"Scherzer, Max","453286","2299",,"2408","2355","1384","2683",,,,
"Leiter, Jack","683004","2347","2421","2378","2542","1920","2622",,,,
"Boyd, Matthew","571510","2341","2335",,"2490","1863","2364",,,,
"Megill, Trevor","656730","2456","2270",,,,"2772",,,,
"Swanson, Erik","657024","2271",,,"2317",,,"1221",,,
"Black, Mason","696131","2128","2083","2256","2306","1559",,,,"2488",
"Martin, Chris","455119","2172","2101","2206",,,,"1525",,"2271",
"Funderburk, Kody","681892",,"2277","2307",,"1836",,,,"2436",
"Morgan, Eli","669212","2252",,,"2396","2148",,,,,
"Hurter, Brant","676428","2081","2147",,,"1608",,,,"2633",
"Cousins, Jake","664776","2248","2360",,,,,,,"2622",
"Tinoco, Jesus","622786","2358","2263","2384","2449","1567",,,,,
"Hodge, Porter","687863","2409",,,"2807",,,"1022",,"2743",
"Curry, Xzavion","675540","2090",,,"2423","1569","2433","1106",,"2494",
"Lynch IV, Daniel","663738","2207","2103","2156","2295","1624","2239",,,,
"Sewald, Paul","623149","2515",,,,"1792",,,,"2519",
"Diekman, Jake","518617","2299","2186",,,"1687",,,,"2858",
"Brito, Jhony","666745","2139","2131",,"2057","1760","2112",,,"2237",
"Saucedo, Tayler","642048","2419","2291",,"2316","2199","2400",,,"2302",
"Moll, Sam","594580","2564","2333",,,"1617",,,,"2979",
"Wilson, Steven","621051","2439",,"2557",,"1968",,,,"2583",
"Sánchez, Sixto","664350","2118","2061","2301",,"1783",,,,,
"García, Yimi","554340","2586","2366",,"2591","2072","2839",,,"2699",
"Hamilton, Ian","641656","2265","2111",,"1557",,,,,,
"Woodford, Jake","663765","2217","2179","2250",,"1472",,,,"2582",
"Okert, Steven","595345","2199","2268",,"2571","1851",,,,,
"Peralta, Wandy","593974","2157","2151",,"2259","2158",,,,,
"Gordon, Tanner","685299","2186",,,"2090","2134","2275",,,,
"Rodríguez, Manuel","655889","2346","2153",,"2333",,,,,"2366",
"Otañez, Michel","671305","2443","2256",,"2017",,,,,,
"Roycroft, Chris","688297","2210","2152",,,,,,,"2264",
"Honeywell, Brent","641703","2162","2179",,"2369","2005",,,,"2520",
"Pagán, Emilio","641941","2553",,"2435",,,,"1250",,,
"Wrobleski, Justin","680736","2367","2175",,"2293","1704","2376",,,"2372",
"Tate, Dillon","622253",,"1978",,,"1679",,,,"2453",
"Garrett, Braxton","666129","2235","2059",,"2356","1407","2201",,,"2329",
"Stratton, Hunter","676702","2608","2525","2695","2691",,,,,,
"Mazur, Adam","800049","2109","1889",,"2385","1583","2443",,,"2552",
"Tyler, Kyle","667725","2107","2174","2216","2494","1609","2426",,,,
"Phillips, Tyler","663969","2314","2095",,,,"2559","1276",,"2415",
"McGough, Scott","543518","2356","2343",,"2594",,,"1226",,,
"Burke, Brock","656271","2242","2033",,"2235","2090",,,,,
"Anderson, Nick","623433","2178","2103",,,"1699","1975",,,,
"Burr, Ryan","621114","2178","2312",,"2542",,,,,,
"Javier, Cristian","664299","2301",,,,"2397","2994",,,"2622",
"Ray, Robbie","592662","2320",,,"2168",,"2159",,,,
"Alexander, Scott","518397",,"2172",,"2554","1381",,,,,
"Springs, Jeffrey","605488","2127",,"2056","2131","1383",,,,"2250",
"Hernández, Carlos","672578","2411",,,"2179",,"2427","1572",,"2320",
"Leasure, Jordan","673929","2274",,,"2413",,"2856",,,,
"Kelly, Joe","523260","2177","2137",,"2871","2078","3006",,,,
"Blalock, Bradley","687134","2022",,"2320","2478",,"2601","1278",,,
"Gonzales, Marco","594835","2089","2079","2037",,"2134","2139",,,,
"Poche, Colin","621363","2226",,,"2446",,,,,,
"Joyce, Ben","690829","2291","1707",,"2722","1379",,,,,
"Thompson, Keegan","624522","2513","2511","2666",,"1501","2697",,,"2825",
"Howard, Spencer","675921","2096",,,"2125","1529","1980",,,,
"Devenski, Chris","606965","2392","2159","2218",,"1698",,,,"2242",
"Fleming, Josh","676596",,"1767","1941",,"1561","2279",,,,
"Aguiar, Julian","687924","2094","2016",,"2188","1523","2040",,,,
"Chargois, JT","608638","2369","2282",,"2600","1611",,,,,
"Lovelady, Richard","663992","2344","2166",,"2254",,,,,"2144",
"Minter, A.J.","621345","2421",,"2488",,"1670",,,,,
"Núñez, Dedniel","673380","2520",,,"2607","2034","2764",,,,
"Soriano, George","666277","2124",,,"2718","1813",,,,"2698",
"Chirinos, Yonny","630023","2194","2076",,"2458",,,"1426",,,
"Ginn, J.T.","669372","1990","1999","2037","2174","1508",,,,,
"Chivilli, Angel","683409","2258",,,"2077","1793",,,,,
"Bielak, Brandon","656232","2432","2238",,"2371","2040","2434",,,"2452",
"Daniel, Davis","669721","2122",,,"2350","1836","2330","1072",,,
"Kershaw, Clayton","477132","2270","2158",,"2436","1917","2236","1604",,,
"Santillan, Tony","663574","2362",,,"2284","1425",,,,,"2250"
"Lowder, Rhett","695076","2349","2195",,"2765","1843",,,,,
"Bowman, Matt","621199","2044","2069","2186",,,,"1155",,"2623",
"Salazar, Eduardo","674285","2221","2016",,"2013","1954","1442",,,,
"Garabito, Gerson","642520","2390","2303",,"2496","1870","2612",,,,
"Toussaint, Touki","657053","2211","2187",,,,"2468","1631",,,
"Ashby, Aaron","676879","2215","2120",,"2541","1775","2636",,,,
"Anderson, Grant","681982","2357","2201","2423","2436","1612",,,,,
"Marte, Yunior","628708","2398","2369","2260","2609",,,"2259",,,
"Ferrer, José A.","678606","2148","2102",,"2472","2067",,,,,
"Roberts, Ethan","681799","2478","2422","2584",,,,,,"3052",
"Kelly, Michael","547184","2350","2115",,"2686","2016",,,,"2751",
"Allen, Logan","663531","1980","1868","2153",,,"2518","1074",,"2428",
"Díaz, Yilber","700270","2259","1874",,"2722",,"2295",,,,
"Bubic, Kris","663460","2364","2177",,"2592","1781",,,,"2617",
"France, J.P.","641585","2366","2339","2784",,"1984","2537",,,"2627",
"Coulombe, Danny","543056","2398","2366","2639",,,"2704",,,"2677",
"Rasmussen, Drew","656876","2535","2422","2779",,,,,,"2655",
"Warren, Will","701542","2503","2405","2867",,"1641",,,,"2960",
"Varland, Gus","681402","2370","2262",,"2256","1563",,,,,
"Jackson, Jay","543351","2245","2244",,"2224","1678",,,,,
"Jiménez, Dany","666204","2179",,,"2344","1510",,,,,
"Hanifee, Brenan","669724","2073","1984",,"2168","1706",,,,,
"Bazardo, Eduard","660825","2102","2139",,,,,"1752",,"2529",
"Manning, Matt","666159","2229",,,"2336",,"2298","1673",,"2322",
"Rodríguez, Yerry","666720","2440","2310",,"2508","1905",,,,,
"Little, Luke","681432","2240","2426",,,,,"1205",,"2374",
"Crouse, Hans","668968","1635","2284",,"2205","1431",,,,,
"Allard, Kolby","663465","2041","1967","2111",,"1591","1886",,,,
"Ellard, Fraser","686642","2572","2328","2392","2417","1913",,,,,
"Speier, Gabe","642100","2187","2011",,"2110","1689",,,,"2013",
"Staumont, Josh","622251","2357","2214",,"2577",,"2667",,,,
"King, Bryan","687911","2222","1964",,,,"2324",,,"2343",
"Cimber, Adam","643256","2264","2217",,"2543",,,,,,
"White, Mitch","669952","2258","2251",,"2317",,"2570",,,"2529",
"Brooks, Aaron","605156","1998","1888",,"2500","1806","2242",,,,
"Rosenberg, Kenny","670046","2189",,"2373",,"1640","2619",,,,
"Madden, Ty","680744","2293","2158","2394","2557",,"2555","1372",,,
"Gallegos, Giovanny","606149","2313","2269",,"2283","1651",,,,,
"Gasser, Robert","688107","2183","2043","2430",,"1985",,,,"2497",
"Marinaccio, Ron","676760","2210","1497",,,"2096",,,,"2368",
"Manoah, Alek","666201","2397","2248",,"2226","2169",,,,,
"Williams, Devin","642207","2356",,"2463",,"2720",,,,,
"Brewer, Colten","605155","2231","2089","2433","2565",,"2848",,,"2629",
"González, Victor","624647","2584","2218",,"2323","1945",,,,,
"Reid-Foley, Sean","656887","2207",,,"2129","1221",,,,,
"Festa, Matt","670036","2449",,"2478",,,,,,"2638",
"Poteet, Cody","547001","2415","2241",,,"1992","2770",,,"2672",
"Kerr, Ray","678061","2313",,"2029",,,"1966","1523",,,
"Quijada, José","650671","2230","2152",,"2431","1612",,,,,
"Lange, Alex","656638","2298","2217",,"2257","1727",,,,,
"Sammons, Bryan","676614","2121",,"2166",,"1148","2231",,,"2391",
"Brasier, Ryan","518489","2231","2202","2338","2418",,,,,,
"Germán, Domingo","593334","2596","2550",,,"2441","2689",,,,
"Ramirez, Emmanuel","642629","2292",,,"2630",,,"550",,,
"Baker, Bryan","641329","2271",,,"2341","1871","2209",,,,
"Ort, Kaleb","672391","2437",,"2327",,"2032",,,,"2537",
"Davis, Noah","663562","2373","2249","2299",,"1971","2874",,,"2731",
"Englert, Mason","669438","2196","2092","2200","2183","2054",,,,,"2502"
"Petersen, Michael","656848","2268","2169",,"2139","1720",,,,,
"Leone, Dominic","608678","2316","2106","2497","2512","1711",,,,"2505",
"Criswell, Jeff","676105","2329",,,"2383","2174","2686",,,,
"Hentges, Sam","656529","2237","2127",,"2229",,"2453",,,,
"Hughes, Brandon","676714","2350","2257",,"2501",,,,,,
"Basso, Brady","669620","2318","2189","2257",,"2026","2256",,,,
"Berroa, Prelander","672860","2362",,,"2452","2475",,,,,
"Walston, Blake","686796","2090","2075","2133",,"1307","2586",,,"2370",
"Ryan, Ryder","656924","2354","2308",,"2344","1624",,,,,
"Pennington, Walter","679156","2241","2234","2257","2278",,,,,,
"Hernández, Daysbel","678226","2368","2426",,"2783",,,,,,
"Alzolay, Adbert","640470","2326","2192","2507","2496","1852",,,,,
"Smith, Drew","622098","2554",,"2730","2833","1821","2728",,,,
"Bush, Ky","681066","2150",,,"2442","2062","2455",,,,
"Taylor, Troy","700187","2405","2393",,,"1838",,,,"2670",
"Sauer, Matt","669422","2132","2083",,,,"2531","1188",,"2473",
"Cosgrove, Tom","676680","2400","2295",,,,,,,"2679",
"Nance, Tommy","667297","2360","2360",,"2643",,"2866",,,,
"Whitlock, Garrett","676477",,"2011","1885","2012","2119",,,,"2147",
"Means, John","607644","2378",,,"2269","2151","2181",,,,
"Paredes, Enoli","660600","2455","2331",,"2808",,,,,,
"Cuas, Jose","621016","2368","2468",,,"1787",,,,"2550",
"Blewett, Scott","656240","2302",,,"2172",,,"1089",,,
"Thompson, Zack","668868","1766",,,"2018",,"2660",,,,
"Fitts, Richard","690916","2436",,,"2437",,,"1155",,"2455",
"Cisnero, José","542585","2418","2237","2503","2465","1456",,,,,
"Bolton, Cody","675989","2349","2256","2627",,"1999",,,,"2695",
"McGreevy, Michael","700241","2209","2141","2263",,"1630","2534",,,"2425",
"Marte, José","665896","2265","2040",,"2629","1870",,,,,
"Burke, Sean","680732","2546",,,"2395","1806","2504",,,,
"Keuchel, Dallas","572971",,"2041","2320","2548","1707",,,,,
"Henriquez, Ronny","678692","2444","2388",,"2470","1632",,,,,
"Clevinger, Mike","605182","2364","2265","2424",,"1498","2178",,,"2341",
"Horn, Bailey","690544","2411",,"2558",,,"2966",,,"2845",
"Emanuel, Kent","592288",,"2029",,"2290","1714",,,,"2364",
"Ramírez, Erasmo","541640","2238","2200","2323",,"1581","2337",,,,
"Bigge, Hunter","685801","2370","2340",,"2272",,"2212",,,"2399",
"Maldonado, Anthony","687424","2370",,"2548","2651",,,,,,
"Ryan, River","689981","2433","2237","2467","2502","1696","2588",,,,
"Sulser, Cole","642121","2338",,"2312",,"1649",,,,"2474",
"Holman, Grant","680880","1923",,,"1971",,,"1149",,,
"Winn, Cole","668390","2400","2306",,"2576",,"2815","1560",,,
"Zulueta, Yosver","691172","2178","2178",,"2800","2145",,,,"2872",
"Sborz, Josh","622250","2394",,,"2088",,"2233",,,,
"García, Deivi","665620","2256",,,,"2146","2742",,,"2891",
"Peralta, Sammy","671111","2155",,,"2342","1829",,,,"2436",
"Jefferies, Daulton","641726","2369","2174","2370","2609","1607",,,,,
"Merryweather, Julian","657240","2236",,,"2153","1376",,,,"2387",
"La Sorsa, Joe","686747","2136","2040","2046",,"1684",,,,"2108",
"Zuñiga, Guillo","670871","2286","2316",,"2546","1890",,,,,
"Stewart, Brock","592779","2589","2318","2431",,"1431",,,,"2601",
"Almonte, Yency","622075","2147","2140","2211",,"1931",,,,"2581",
"Young, Alex","622065","2458","2228",,"2293","1453","2361",,,,
"Beede, Tyler","595881","1858","1722",,,,"2106","1230",,,
"Palencia, Daniel","694037","2239","2190",,"2014",,,"1015",,,
"Mercado, Michael","675650","2288",,"2107",,"1467","2413","1530",,,
"Wells, Tyler","669330","2377",,"2432","2425","2305","2657",,,,
"Uribe, Abner","682842","2425","2297",,"2613",,,,,,
"Vines, Darius","670241","2226",,"2401","2411","1491","2664",,,,
"Williamson, Brandon","682227","2134",,"2405",,"1793","2628",,,"2471",
"Heller, Ben","621294","2345","2176","2181","2182","1461",,,,"2468",
"Hernández, Elieser","622694","2251","2119","2182","2102","2053",,,,,
"Rodríguez, Joely","570257",,"1933",,,"1160",,,,"2211",
"Lucas, Easton","687922","2207",,"2179","2231","1255",,,,"2279",
"Anderson, Shaun","641312","2507","2374",,"2629","1547",,,,"2812",
"Guenther, Sean","674944","2090","2067",,"2403",,,"1021",,,
"Cobb, Alex","502171","2091","2015",,,,"2724","1526",,,
"Beck, Tristan","663941","2086",,,"2417",,"2299",,,"2698",
"Veneziano, Anthony","685107","2261","1992",,"2293","1714",,,,"2434",
"Bloss, Jake","814005","2441","2236",,"2534","1438","2700",,,"2409",
"Barnes, Matt","598264","2124",,,,,"1867","1438",,,
"Rodriguez, Carlos","692230","2193","2089","2130","2242","1759","2317",,,"2334",
"Jacob, Alek","689690","2331","2318",,,"2118",,,,"2290",
"Castro, Miguel","612434","2213","2124",,"2835","1955",,,,,
"Frías, Luis","666818","2227","2188","2241","2379",,,,,,
"Mahle, Tyler","641816","2317",,"2384","2422",,,"2103",,,
"Reynolds, Sean","669308","2444",,,"2416","1643",,,,"2472",
"Avila, Nick","687014","2212","2215","2305","2328",,"2325",,,,
"Aldegheri, Sam","691951","2289",,,"2385","1805","2136",,,,
"Waguespack, Jacob","621097","2137",,"2061",,"1568","2278",,,,
"Pinto, Ricardo","620982","2064","1966",,"2187",,,"1397",,"2161",
"Miller, Ryan","668943","2146",,,"2382",,,,,"2342",
"Senzatela, Antonio","622608","2187","2132",,"2208","2157","2330",,,,
"Rocker, Kumar","677958","2146","2115",,"2231","1474","2220",,,,
"Robertson, Nick","687798","2096",,"2457","2497","1684",,,,"2601",
"Walker, Josh","677020","2268","2133",,"2119",,,,,,
"Romano, Jordan","605447","2247",,,"2019",,,,,,
"Lazar, Max","676661","2325",,"2362","2446",,"2409",,,,
"Gómez, Yoendrys","672782","2349",,,"2431","1807","2555",,,"2553",
"Burdi, Nick","595897","2387","2107",,"2739",,,,,,
"Plesac, Zach","668676","2020",,,"1979","1612","2086",,,,
"Zeferjahn, Ryan","666171","2105",,"2266","2472",,,,,"2690",
"Dana, Caden","702674","2159",,"1911","2062","1333","2371",,,,
"Teng, Kai-Wei","678906","2495","2265",,"2690","1871","2478",,,"2718",
"Sabrowski, Erik","681870","2577",,,"2517",,"2624",,,,
"Snead, Kirby","669912","2393","2303",,"2703","2014",,,,,
"de Geus, Brett","676969","2280","2095","2308",,,"2375","1466",,,
"O'Brien, Riley","676617","2139","2106",,"2431",,,,,"2366",
"Ramirez, Nick","598286","2179","2033",,,"1548",,,,"2398",
"Mushinski, Parker","656786","2455","2390","2631",,,"2680",,,"2653",
"Strzelecki, Peter","657265","2458","2299","2650",,"1678",,,,"2947",
"Duffey, Tyler","608648","2346","2396",,"2428","1645","2536",,,,
"Herget, Jimmy","623474","2325","2301",,"2636","1596",,,,"2930",
"Castellanos, Humberto","528748","2039","1921","2013",,"1235","2396",,,,
"Newcomb, Sean","656794","2376","2239",,,"1509","2899",,,,"2745"
"Dobnak, Randy","677976","2083","1916",,"2323","1457",,,,"2353",
"Peralta, Luis","678821","2201",,,,"1544","2099",,,,
"McMillon, John","669111","2225",,"2126","2250",,,,,,
"Lucchesi, Joey","664192","2153","2147","2173",,,"2079","930",,,
"Matzek, Tyler","554431","2393","2364","2516","2708",,,,,,
"Feyereisen, J.P.","656420","2420","2427",,"2710","1580",,,,,
"Wingenter, Trey","622259","2141",,,"2121",,,"1342",,,
"Lopez, Jacob","682052","2134",,"2211","2292","2148",,,,,
"Strider, Spencer","675911","2260",,,"2249","2164","2589",,,,
"Adon, Joan","672851","2174","2112",,"2116","1938","2297",,,,
"Nittoli, Vinny","657697",,"2246","2569",,"1899","2650",,,"2683",
"Castillo, Diego","650895","2030","2056",,"2370","1531",,,,,
"Halvorsen, Seth","678020","2242",,,"2342",,,"1649",,,
"Gray, Josiah","680686","2096","2036",,"1934","1550","2386",,,"2341",
"O'Loughlin, Jack","672552","2221",,,"2395","1526","2421",,,"2530",
"Junk, Janson","676083","2322","2182",,"2352",,"2533",,,"2492",
"Borucki, Ryan","621366",,"2329",,"2301","1934",,,,"2484",
"Warren, Austin","681810","2332","2211","2451",,,,,,"2778",
"deGrom, Jacob","594798","2504",,,"2647","1658","2698",,,,
"Rogers, Josh","642028","2179","2159","2278","2285","1518",,,,"2290",
"Carasiti, Matt","571539","2156","1990","2069",,,,,,,
"Vespi, Nick","663989",,,"2244","2576",,"2409",,,,
"Kilian, Caleb","668873","2133","2020","2204",,"1645","2306",,,"2232",
"Silseth, Chase","681217","2420","2381",,,,"2846","1109",,"2868",
"Cueto, Johnny","456501","2110","2041","2177","2186","1255","2219",,,,
"Legumina, Casey","668984","2332",,,"2544","1660",,,,"2627",
"Díaz, Jhonathan","646242","2129","2140",,"2679","1841","2771",,,,
"Bieber, Shane","669456","2304",,"2318","2491","1479","2274",,,,
"Bachar, Lake","669199","2718",,,,,,"1562",,"2890",
"Kuhnel, Joel","669270","2169","2092","2400","2337","1592","2194",,,,
"Montgomery, Mason","682254","2321",,,"2518",,,,,,
"Kitchen, Austin","685116","1915","1920",,,"1865","2374",,,"2313",
"Espino, Paolo","502179","2198",,,,"1386","2979",,,"2767",
"Casparius, Ben","676508","2402","2284","2780",,,"3001",,,"3038",
"Bickford, Phil","641360","2190","2953",,"2248",,,,,,
"Jay, Tyler","664079","1994","1865","2177",,,,,,"2326",
"Hill, Jaden","677955","2286","2240",,"2429","1691",,,,,
"Gillaspie, Logan","670810","2234","2204","2299","2308","1539","2304",,,"2393",
"Herget, Kevin","643361","2209",,"2246","2265","2111",,,,,
"Parsons, Wes","641149","2334","2336",,"2688","1854","2496",,,,
"Winans, Allan","642216","2232","2228",,,"1881",,,,"2484",
"Klein, Will","694361","2157",,,"2198",,"2211",,,,
"Nelson, Kyle","669459","2159",,"2486","2647",,,,,,
"Gilbert, Tyler","656457","2148","2118","2252",,,"2338","1648",,"2420",
"Davis, Austin","656354",,"2308","2604",,,,,,"2583",
"Shugart, Chase","663767","2117","2132","2439",,"1737",,,,"2820",
"Winder, Josh","680739","2108","1883",,"2281","1377",,,,"2619",
"Rutledge, Jackson","671131","2396","2292","2191","1958",,"1511","1370",,,
"Hernandez, Nick","663321","2622",,,"2639",,,"1578",,,
"Hartlieb, Geoff","664129","2489","2346","2666","2549",,,,,,
"Gillispie, Connor","687362","2295",,"2475",,"1954",,,,"2468",
"Iriarte, Jairo","683568","2266",,,"2180","1985",,,,,
"Guerrero, Luis","692285","2235",,,,"1849",,,,"2602",
"Waldrep, Hurston","694462","2161",,,"2196",,"2006","690",,,
"Walters, Andrew","689958","2567",,,"2162",,,,,,
"Bermúdez, Jonathan","642834","2141",,,"2152","1969",,,,"2321",
"Raley, Brooks","548384",,"2361","2628",,"2008",,,,"2943",
"Zastryzny, Rob","642239","2504",,"2503",,"1935",,,,"2330",
"Campbell, Isaiah","663462","2421","2365",,"2687",,,,,"2715",
"Hartwig, Grant","701643","2244","2076","2194",,"1785",,,,"2588",
"Miley, Wade","489119","2258","2228","2289",,"1825","2480",,,"2482",
"Leibrandt, Brandon","605335","2134","2034",,"2318","1219",,,,"2537",
"Santos, Gregory","666619","2468","2432",,"2533","2394",,,,,
"Selby, Colin","681882","2163","2201",,"2530",,"2700",,,,
"Eisert, Brandon","685126","2097",,,"2186","1276","2362",,,,
"Foster, Matt","641582","2251",,,"2325","1727","2157",,,,
"Heasley, Jonathan","669169","2222",,,"2154",,"2613",,,"2342",
"Mederos, Victor","682989","2339","2326","2458",,"1875","2489",,,,
"Contreras, Luis","664351","2566","2496",,"2436","1634","2505",,,"2468",
"Graceffo, Gordon","700669","1928",,,"2279","2161","2637",,,,
"Garrett, Amir","607237","2144","1990",,"1832",,,,,,
"Brzykcy, Zach","694350","2188",,,,"1946","2637",,,,
"Robert, Daniel","642016","2523","2228","2521",,"2056",,,,"2676",
"Pint, Riley","666207","2282","2043",,"2503",,,,,,
"Graterol, Brusdar","660813","2112","2027","2144","2484","1962",,,,,
"Mattson, Isaac","676755","2357",,,"2040","1711",,,,,
"Bruihl, Justin","677865",,"2207","2460",,,,,,"2606",
"Neely, Jack","680891","2199",,,"1873",,,,,,
"Ribalta, Orlando","687377","2600",,,"2330","1903",,,,,
"Brogdon, Connor","641401","2328",,"2334",,"2083",,,,,
"Nelson, Nick","656793","1903","1952",,"2328","1965",,,"254",,
"Maciejewski, Josh","656671","2174","2094",,"1910","1966",,,,,
"Shaw, Bryan","543766",,"2122","2387",,"1514","2228",,,"2646",
"Whitley, Forrest","666215","2351","2269","2759",,"2119","2908","711",,,"2715"
"Crismatt, Nabil","622503","2208","2257",,"2208","1644","2259",,,,
"Hernandez, Jose E.","669796","2167",,,"2112",,,,,,
"Andriese, Matt","542882","2371","2213","2395",,"2028","2733",,,,
"Bukauskas, J.B.","656266",,"2153",,"2526",,,,,,
"Hurt, Kyle","669165","1970","2218",,"1938","1442","2461",,,,
"Smith-Shawver, AJ","700363","2165",,,,,"2361","1138",,,
"Penrod, Zach","683068","2360",,,"2318","1741",,,,,
"Adcock, Ty","686654","2153","2206","2253","2163",,,,,,
"Altavilla, Dan","656186","2313",,,"2555","1754",,,,,
"McDermott, Chayce","694646","2130",,,"2446","1040","2764",,,"2732",
"Cruz, Steven","674444","2226","2218","2169",,,,,,,
"Gutierrez, Vladimir","661269","2077",,,"2390","1739","2402",,,,
"Gose, Anthony","543238","2243",,,"2127",,,,,,
"Reyes, Gerardo","622103","2333",,"2252","2144",,,,,,
"Pruitt, Austin","643493","2333","2318",,"2639","1714","2923",,,,
"Kelly, Casey","543391","2256","2140",,"2171","1750","2147",,,,
"Zuber, Tyler","676604","2383",,"2648","2711",,,,,"2703",
"Busenitz, Alan","641427","2336","2244","2465","2571","1519","2639",,,"2641",
"Lamet, Dinelson","659275","2366","2256",,"2536","1570",,,,,
"Senga, Kodai","673540","2349",,"2553","2508",,"2505",,,"2602",
"Lyles, Jordan","543475","2129","2000","2264",,"1628","2007",,,"2218",
"Villalobos, Eli","681871","2281",,,"2201",,,"1065",,,
"Hill, Rich","448179","2144","2137","2275",,"1972","2599",,,"2572",
"Márquez, Germán","608566","2236","2150",,"2441","1612","2614",,,,
"Mena, Cristian","691441","2444","2405",,,"2134","2682",,,"2704",
"White, Owen","669391","2333","2239","2459","2545","1839","2674",,,,
"Burrows, Mike","681347","2178",,,"2248","1517","2734",,,,
"Bowlan, Jonathan","680742","2248","2166",,"2524","1382","2464",,,,
"Teheran, Julio","527054","2391","2169","2420",,"1400","2593",,,,
"Davidson, Tucker","656353","1953","1896",,"2169",,"2477","972",,"2377",
"Sterner, Justin","686993","2330",,"2660",,,,,,"2566",
"Boushley, Caleb","676961","2355","2183","2379","2439","1659","2429",,,"2452",
"Uwasawa, Naoyuki","683822","2431",,"2438","2605",,"2577","1142",,,
"Loáisiga, Jonathan","642528","2388","2333",,,"1868","2563",,,,
"Headrick, Brent","687396","2368",,,"2050",,,"1373",,,
"Henriquez, Edgardo","683618","2424",,"2632","2548",,,,,,
"Buchanan, David","571527","2032","2035","2159",,"1733","2472",,,,
"Johnson, Seth","686751","2319",,,"2482","1609","2645","1198",,,
"Duarte, Daniel","650960","2337","2218","2601","2747","1812",,,,"2805",
"Effross, Scott","664123","2233","2220",,,"1992",,,,"2508",
"Stephens, Jackson","623451","2039","1908","2283","2429","1666","2932",,,,
"Dunshee, Parker","670161","2119",,,"2393",,"2818",,,,
"Beeter, Clayton","690925","2369",,,"2764",,,,,,
"Jacques, Joe","682175",,"2030",,"2224",,,,,"2263",
"Jobe, Jackson","695549","2358",,,"2493","1682",,,,"2932",
"Antone, Tejay","622088","2460","2420",,"2640",,"2686",,,,
"Gilbreath, Lucas","656458","2276",,,"2304",,,,,,
"Vanasco, Ricky","676568","2253",,"2173","2068",,"2258",,,,
"Eder, Jake","671109","2122",,,"2189","1717","2580",,,,
"Feigl, Brady","621399","2211",,,,"1937","2493",,,,
"Logue, Zach","656657","1972","1700","2275",,"1649","2607",,,,
"Orze, Eric","679358","2186",,,"2610",,,"1563",,,
"Kristofak, Zac","670219","2397",,,"2646","1469","2354",,,,
"McDonald, Trevor","686790","2065","2114",,"2461","1810",,,,,
"Gibaut, Ian","664139","2061",,"2267","2384","1732",,,,"2528",
"Speas, Alex","666208","2353",,"2585","2755",,,,,"2846",
"Henley, Blair","668874","2017","1883","2269",,"1512","3189",,,"2832",
"Curtiss, John","595928","2274",,"2579","2582","1660",,,,,
"Wantz, Andrew","681806","2451","2305","2638",,,,,,"2620",
"Loutos, Ryan","702795","1816",,,"2122","1517",,,,"2113",
"Crawford, Brandon","543063","1925",,,,"1467","2596",,,,
"Dodd, Dylan","689266","2317",,"2182","2351","1720",,,,,
"Misiewicz, Anthony","664948","2092",,"2256",,,"2809",,,,
"Hollowell, Gavin","668970","2632","2521",,,,,,,"2555",
"Krook, Matt","640454",,"1988","2476",,"1433",,,,"2701",
"Saalfrank, Andrew","685314",,"2108",,,,"2125",,,,
"Richardson, Lyon","680689","2373","2256",,"2597","1664",,,,,
"Burgos, Raymond","670103","2033","2041",,,"1476",,,,"2215",
"Koch, Matt","571863","2119",,"2239","2513",,,,,,
"Topa, Justin","623437",,"2049","2221",,"2145",,,,"2443",
"Willingham, Amos","686294","2308",,"2215","2218",,,,,,
"Coleman, Dylan","669395","2389",,"2336",,,,,,"2457",
"Meeker, James","703231","2183",,"2234","2321",,,,,,
"Andrews, Clayton","677076","1935","1821",,"2786","2004",,,,,
"Kloffenstein, Adam","680572",,"2085","2454",,,"2614",,,,
"Church, Marc","687847","2133",,,"2107",,,,,,
"Trevino, Jose","624431",,,,,,,,"2433",,
"Alvarez, Eddy","657193",,,,"1694","1839","1486",,,,
"Hampson, Garrett","641658",,,,"1303",,"1321",,,,
"McKinstry, Zach","656716",,,,,,"997",,,,
"Edwards Jr., Carl","605218","2404",,,,"1666","2172",,,,
"Maile, Luke","571912",,,,,,,,"1357",,
"Rivera, Emmanuel","656896",,,,,"1813",,,,,
"Díaz, Miguel","622766","2344",,,"2479","1960",,,,,
"Shreve, Chasen","592741","2195",,,,,,"971",,"2241",
"Ortiz, Luis","656814",,"1946",,,,"2754",,,"2665",
