pitcher,player_name,pitch_type,grp,n,act_miss,pred_miss,grade,g2080
680702,"Gerber, Joey",FF,fastball,25,0.09,0.19,92.9,47
681190,"Vásquez, Randy",FF,fastball,247,0.14,0.19,92.9,47
681343,"Smith, Shane",FF,fastball,26,0.21,0.19,92.9,47
682052,"Lopez, Jacob",FF,fastball,189,0.25,0.19,92.9,47
686613,"Brown, Hunter",FF,fastball,101,0.21,0.19,92.9,47
686799,"Kochanowicz, Jack",FF,fastball,111,0.17,0.19,92.9,47
686993,"Sterner, Justin",FF,fastball,149,0.15,0.19,92.9,47
687312,"Hughes, Gabriel",FF,fastball,120,0.19,0.19,92.9,47
687396,"Headrick, Brent",FF,fastball,214,0.19,0.19,92.9,47
688107,"Gasser, Robert",FF,fastball,134,0.22,0.19,92.9,47
688642,"Agnos, Zach",FF,fastball,122,0.11,0.19,92.9,47
691769,"Abner, Philip",FF,fastball,47,0.17,0.19,92.9,47
693645,"Schlittler, Cam",SI,fastball,194,0.23,0.19,92.9,57
693686,"Miles, Spencer",FF,fastball,90,0.27,0.19,92.9,47
694335,"Svanson, Matt",SI,fastball,177,0.11,0.19,92.9,57
696070,"Rojas, Kendry",SI,fastball,26,0.07,0.19,92.9,57
696136,"Wicks, Jordan",FF,fastball,39,0.1,0.19,92.9,47
700249,"Povich, Cade",FF,fastball,67,0.16,0.19,92.9,47
700842,"Rivera, Eduardo",FF,fastball,54,0.21,0.19,92.9,47
701519,"Adams, Travis",FF,fastball,66,0.08,0.19,92.9,47
701542,"Warren, Will",SI,fastball,198,0.27,0.19,92.9,57
701656,"Henderson, Logan",FF,fastball,155,0.18,0.19,92.9,47
701719,"Samaniego, Tyler",FF,fastball,39,0.26,0.19,92.9,47
702021,"Dion, Will",FF,fastball,68,0.3,0.19,92.9,47
702193,"Morris, Andrew",FF,fastball,188,0.16,0.19,92.9,47
702273,"Schultz, Noah",SI,fastball,102,0.14,0.19,92.9,57
807743,"Sullivan, Sean",FF,fastball,84,0.07,0.19,92.9,47
820862,"Fermin, José",SI,fastball,76,0.22,0.19,92.9,57
453286,"Scherzer, Max",FF,fastball,122,0.1,0.18,92.8,44
489446,"Yates, Kirby",FF,fastball,145,0.25,0.18,92.8,44
572955,"Johnson, Pierce",FF,fastball,77,0.25,0.18,92.8,44
573204,"Thielbar, Caleb",FF,fastball,127,0.18,0.18,92.8,44
592773,"Stanek, Ryne",SI,fastball,39,0.18,0.18,92.8,54
605288,"Houser, Adrian",FF,fastball,128,0.21,0.19,92.8,44
607192,"Glasnow, Tyler",SI,fastball,55,0.26,0.18,92.8,54
621111,"Buehler, Walker",FF,fastball,125,0.06,0.18,92.8,44
621381,"Strahm, Matt",SI,fastball,42,0.05,0.18,92.8,54
640455,"Manaea, Sean",FF,fastball,299,0.2,0.18,92.8,44
641401,"Brogdon, Connor",FF,fastball,63,0.24,0.18,92.8,44
642528,"Loáisiga, Jonathan",SI,fastball,106,0.21,0.18,92.8,54
642546,"Hernández, Jonathan",SI,fastball,53,0.37,0.18,92.8,54
656550,"Holmes, Grant",FF,fastball,228,0.1,0.18,92.8,44
656605,"Keller, Mitch",FF,fastball,281,0.14,0.18,92.8,44
656794,"Newcomb, Sean",FF,fastball,167,0.4,0.19,92.8,44
663568,"Kolek, Stephen",FF,fastball,111,0.15,0.18,92.8,44
663738,"Lynch IV, Daniel",SI,fastball,84,0.28,0.18,92.8,54
664129,"Hartlieb, Geoff",FF,fastball,33,0.15,0.18,92.8,44
665795,"Cabrera, Edward",FF,fastball,74,0.23,0.18,92.8,44
666157,"Lodolo, Nick",SI,fastball,121,0.08,0.18,92.8,54
666661,"Morillo, Juan",SI,fastball,58,0.18,0.18,92.8,54
668873,"Kilian, Caleb",SI,fastball,41,0.27,0.18,92.8,54
669330,"Wells, Tyler",FF,fastball,112,0.26,0.18,92.8,44
669432,"Rogers, Trevor",SI,fastball,84,0.18,0.18,92.8,54
670245,"Watson, Ryan",FF,fastball,91,0.18,0.18,92.8,44
671096,"Abbott, Andrew",FF,fastball,429,0.1,0.18,92.8,44
673513,"Matsui, Yuki",FF,fastball,106,0.2,0.18,92.8,44
676106,"Hancock, Emerson",SI,fastball,214,0.15,0.18,92.8,54
676664,"Sears, JP",FF,fastball,93,0.12,0.18,92.8,44
676755,"Mattson, Isaac",FF,fastball,226,0.16,0.18,92.8,44
676760,"Marinaccio, Ron",FF,fastball,188,0.29,0.18,92.8,44
676962,"Brown, Ben",FF,fastball,168,0.16,0.18,92.8,44
679883,"Avila, Luinder",SI,fastball,149,0.18,0.18,92.8,54
680694,"Bradish, Kyle",SI,fastball,256,0.1,0.18,92.8,54
681517,"Leahy, Kyle",FF,fastball,177,0.19,0.18,92.8,44
681892,"Funderburk, Kody",SI,fastball,68,0.03,0.18,92.8,54
683742,"Franco, Jose",FF,fastball,72,0.04,0.18,92.8,44
686580,"Slaten, Justin",SI,fastball,25,0.16,0.18,92.8,54
687330,"Kelly, Kevin",SI,fastball,176,0.13,0.19,92.8,54
688883,"Pallette, Peyton",FF,fastball,98,0.27,0.18,92.8,44
689520,"Laweryson, Cody",FF,fastball,90,0.19,0.18,92.8,44
694918,"Tidwell, Blade",FF,fastball,35,0.22,0.18,92.8,44
695239,"Ahlstrom, Robby",FF,fastball,52,0.28,0.18,92.8,44
695239,"Ahlstrom, Robby",SI,fastball,39,0.53,0.18,92.8,54
695534,"Petty, Chase",SI,fastball,80,0.1,0.18,92.8,54
696149,"Chandler, Bubba",SI,fastball,54,0.18,0.19,92.8,54
702474,"Paredes, Mike",FF,fastball,95,0.1,0.18,92.8,44
805673,"Matthews, Zebby",FF,fastball,207,0.1,0.18,92.8,44
813349,"Early, Connelly",SI,fastball,105,0.12,0.18,92.8,54
837227,"Imai, Tatsuya",FF,fastball,171,0.18,0.19,92.8,44
571510,"Boyd, Matthew",FF,fastball,251,0.19,0.18,92.7,42
592094,"Adam, Jason",FF,fastball,61,0.08,0.18,92.7,42
592662,"Ray, Robbie",FF,fastball,347,0.22,0.18,92.7,42
593958,"Rodriguez, Eduardo",FF,fastball,375,0.21,0.17,92.7,42
595345,"Okert, Steven",FF,fastball,90,0.12,0.18,92.7,42
596001,"Junis, Jakob",FF,fastball,41,0.37,0.18,92.7,42
605540,"Woodruff, Brandon",FF,fastball,149,0.26,0.18,92.7,42
606996,"Hart, Kyle",SI,fastball,61,0.07,0.17,92.7,52
607625,"Lugo, Seth",FF,fastball,117,0.1,0.17,92.7,42
608718,"Suter, Brent",FF,fastball,128,0.14,0.17,92.7,42
623211,"Brazobán, Huascar",SI,fastball,183,0.32,0.18,92.7,52
625643,"López, Reynaldo",FF,fastball,322,0.14,0.17,92.7,42
641816,"Mahle, Tyler",FF,fastball,270,0.17,0.17,92.7,42
642100,"Speier, Gabe",SI,fastball,71,0.28,0.17,92.7,52
642232,"Yarbrough, Ryan",FC,fastball,79,0.17,0.17,92.7,37
650911,"Sánchez, Cristopher",SI,fastball,410,0.11,0.17,92.7,52
656222,"Beeks, Jalen",FF,fastball,105,0.14,0.17,92.7,42
656271,"Burke, Brock",SI,fastball,49,0.07,0.18,92.7,52
656529,"Hentges, Sam",FF,fastball,54,0.41,0.17,92.7,42
656849,"Peterson, David",SI,fastball,209,0.16,0.18,92.7,52
657514,"Bernardino, Brennan",FF,fastball,26,0.06,0.17,92.7,42
657612,"Hill, Tim",SI,fastball,227,0.1,0.17,92.7,52
657649,"Koenig, Jared",SI,fastball,31,0.15,0.17,92.7,52
657756,"Seabold, Connor",FF,fastball,120,0.14,0.17,92.7,42
660787,"De los Santos, Yerry",SI,fastball,43,0.23,0.17,92.7,52
663465,"Allard, Kolby",FF,fastball,28,0.23,0.17,92.7,42
663559,"Falter, Bailey",FF,fastball,41,0.07,0.17,92.7,42
663776,"Sandoval, Patrick",FF,fastball,44,0.48,0.17,92.7,42
663969,"Phillips, Tyler",FF,fastball,63,0.08,0.17,92.7,42
664141,"Brubaker, JT",FF,fastball,28,0.06,0.17,92.7,42
664299,"Javier, Cristian",FF,fastball,101,0.27,0.17,92.7,42
668678,"Gallen, Zac",FF,fastball,239,0.05,0.18,92.7,42
668964,"Myers, Tobias",FF,fastball,183,0.14,0.17,92.7,42
669022,"Gore, MacKenzie",SI,fastball,55,0.19,0.17,92.7,52
669387,"Mlodzinski, Carmen",FF,fastball,197,0.18,0.18,92.7,42
669456,"Bieber, Shane",FF,fastball,70,0.18,0.17,92.7,42
669467,"Pallante, Andre",SI,fastball,187,0.11,0.18,92.7,52
669620,"Basso, Brady",FF,fastball,46,0.24,0.18,92.7,42
670990,"Ramírez, Yohan",SI,fastball,117,0.22,0.18,92.7,52
671106,"Allen, Logan",FF,fastball,25,0.12,0.18,92.7,42
672282,"Detmers, Reid",FF,fastball,455,0.21,0.17,92.7,42
672456,"Montero, Keider",FF,fastball,230,0.1,0.17,92.7,42
674841,"Alvarez, Andrew",FF,fastball,119,0.16,0.18,92.7,42
675660,"Drohan, Shane",SI,fastball,114,0.1,0.18,92.7,52
675848,"Mejia, Juan",SI,fastball,31,0.14,0.18,92.7,52
676428,"Hurter, Brant",SI,fastball,88,0.25,0.18,92.7,52
676917,"Cavalli, Cade",SI,fastball,149,0.1,0.17,92.7,52
677960,"Weathers, Ryan",SI,fastball,159,0.1,0.17,92.7,52
677961,"Wilcox, Cole",FF,fastball,45,0.15,0.18,92.7,42
678394,"Bello, Brayan",FF,fastball,36,0.19,0.17,92.7,42
679775,"Backhus, Kyle",SI,fastball,77,0.09,0.17,92.7,52
680723,"Rom, Drew",FF,fastball,30,0.41,0.17,92.7,42
680744,"Madden, Ty",FF,fastball,77,0.2,0.17,92.7,42
680755,"Fisher, Braydon",FF,fastball,65,0.27,0.17,92.7,42
681347,"Burrows, Mike",FF,fastball,199,0.09,0.17,92.7,42
681867,"Criswell, Cooper",SI,fastball,54,0.17,0.18,92.7,52
681982,"Anderson, Grant",SI,fastball,73,0.13,0.17,92.7,52
682120,"Herrin, Tim",SI,fastball,62,0.21,0.17,92.7,52
682608,"Gray, Peyton",FF,fastball,125,0.17,0.17,92.7,42
682995,"Barco, Hunter",SI,fastball,26,0.02,0.17,92.7,52
683769,"Gaddis, Hunter",FF,fastball,111,0.22,0.17,92.7,42
687064,"Young, Brandon",FF,fastball,321,0.17,0.18,92.7,42
687075,"Sproat, Brandon",SI,fastball,172,0.2,0.18,92.7,52
687396,"Headrick, Brent",SI,fastball,46,0.26,0.17,92.7,52
687562,"Bennett, Jake",FF,fastball,162,0.31,0.17,92.7,42
687911,"King, Bryan",FF,fastball,231,0.25,0.17,92.7,42
690997,"McLean, Nolan",SI,fastball,299,0.21,0.18,92.7,52
693433,"Woo, Bryan",SI,fastball,173,0.08,0.18,92.7,52
693686,"Miles, Spencer",SI,fastball,205,0.34,0.17,92.7,52
694346,"Gibson, Trey",FF,fastball,46,0.15,0.17,92.7,42
695684,"Rodríguez, Elmer",FF,fastball,25,0.38,0.18,92.7,42
697812,"Rock, Joe",FF,fastball,34,0.28,0.18,92.7,42
699134,"Rodriguez, Bradgley",SI,fastball,93,0.08,0.18,92.7,52
700712,"Ureña, Walbert",SI,fastball,218,0.37,0.18,92.7,52
702070,"Cameron, Noah",FF,fastball,226,0.11,0.17,92.7,42
801139,"Tolle, Payton",SI,fastball,158,0.16,0.18,92.7,52
805123,"Blubaugh, AJ",FF,fastball,295,0.18,0.18,92.7,42
500779,"Quintana, Jose",FF,fastball,106,0.19,0.17,92.6,39
542888,"Armstrong, Shawn",FF,fastball,97,0.17,0.17,92.6,39
543135,"Eovaldi, Nathan",FF,fastball,103,0.16,0.17,92.6,39
543243,"Gray, Sonny",SI,fastball,158,0.14,0.16,92.6,49
544150,"Suárez, Albert",FF,fastball,166,0.16,0.16,92.6,39
548384,"Raley, Brooks",SI,fastball,45,0.15,0.17,92.6,49
552640,"Kittredge, Andrew",SI,fastball,94,0.08,0.17,92.6,49
571948,"Milner, Hoby",FF,fastball,47,0.06,0.17,92.6,39
573009,"Mantiply, Joe",SI,fastball,49,0.04,0.17,92.6,49
592332,"Gausman, Kevin",FF,fastball,533,0.13,0.17,92.6,39
592791,"Taillon, Jameson",FF,fastball,152,0.26,0.17,92.6,39
593974,"Peralta, Wandy",SI,fastball,168,0.18,0.17,92.6,49
605452,"Ross, Joe",SI,fastball,25,0.14,0.17,92.6,49
607067,"Rea, Colin",FF,fastball,362,0.13,0.17,92.6,39
607536,"Freeland, Kyle",SI,fastball,42,0.46,0.17,92.6,49
608650,"Enns, Dietrich",FF,fastball,85,0.18,0.17,92.6,39
624133,"Suarez, Ranger",FF,fastball,116,0.15,0.17,92.6,39
640454,"Krook, Matt",SI,fastball,31,0.37,0.17,92.6,49
641302,"Alexander, Tyler",FF,fastball,54,0.34,0.17,92.6,39
642121,"Sulser, Cole",FF,fastball,185,0.12,0.17,92.6,39
645261,"Alcantara, Sandy",SI,fastball,283,0.12,0.17,92.6,49
646241,"De Jesus, Enmanuel",SI,fastball,33,0.13,0.17,92.6,49
650644,"Civale, Aaron",FF,fastball,90,0.12,0.17,92.6,39
656288,"Canning, Griffin",FF,fastball,120,0.16,0.17,92.6,39
656302,"Cease, Dylan",SI,fastball,74,0.24,0.17,92.6,49
656492,"Griffin, Foster",FF,fastball,113,0.15,0.17,92.6,39
656849,"Peterson, David",FF,fastball,167,0.16,0.17,92.6,39
657571,"Ferguson, Caleb",SI,fastball,57,0.23,0.17,92.6,49
660604,"Rangel, Alan",FF,fastball,81,0.03,0.17,92.6,39
660825,"Bazardo, Eduard",SI,fastball,222,0.12,0.17,92.6,49
663362,"Waldron, Matt",FF,fastball,58,0.21,0.16,92.6,39
663485,"Sands, Cole",FF,fastball,37,0.06,0.17,92.6,39
663567,"Lambert, Peter",FF,fastball,257,0.22,0.17,92.6,39
663947,"Holton, Tyler",FF,fastball,38,0.13,0.17,92.6,39
663947,"Holton, Tyler",SI,fastball,60,0.12,0.16,92.6,49
664199,"Clarke, Taylor",SI,fastball,51,0.03,0.17,92.6,49
664285,"Valdez, Framber",SI,fastball,380,0.15,0.16,92.6,49
665152,"Kremer, Dean",FF,fastball,58,0.13,0.16,92.6,39
665622,"Medina, Luis",SI,fastball,93,0.13,0.17,92.6,49
665871,"Assad, Javier",FF,fastball,109,0.12,0.17,92.6,39
666277,"Soriano, George",SI,fastball,33,0.05,0.16,92.6,49
668941,"Romero, JoJo",SI,fastball,110,0.15,0.17,92.6,49
669461,"Liberatore, Matthew",FF,fastball,264,0.12,0.17,92.6,39
669724,"Hanifee, Brenan",SI,fastball,87,0.03,0.17,92.6,49
669923,"Kirby, George",SI,fastball,175,0.09,0.16,92.6,49
669947,"Scholtens, Jesse",FF,fastball,56,0.3,0.17,92.6,39
672582,"Zerpa, Angel",SI,fastball,54,0.1,0.17,92.6,49
672782,"Gómez, Yoendrys",SI,fastball,44,0.12,0.17,92.6,49
675989,"Bolton, Cody",SI,fastball,29,0.08,0.17,92.6,49
676568,"Vanasco, Ricky",FF,fastball,29,0,0.17,92.6,39
676775,"Winn, Keaton",SI,fastball,55,0.15,0.16,92.6,49
677944,"Cecconi, Slade",FF,fastball,211,0.23,0.17,92.6,39
677955,"Hill, Jaden",SI,fastball,48,0.08,0.17,92.6,49
677958,"Rocker, Kumar",FF,fastball,88,0.18,0.16,92.6,39
680730,"Parker, Mitchell",FF,fastball,112,0.15,0.17,92.6,39
680742,"Bowlan, Jonathan",SI,fastball,39,0.02,0.17,92.6,49
681217,"Silseth, Chase",SI,fastball,52,0.18,0.16,92.6,49
681676,"Fernandez, Ryan",FF,fastball,41,0.18,0.17,92.6,39
681751,"Estrada, Lazaro",FF,fastball,31,0.13,0.16,92.6,39
683232,"Mears, Nick",FF,fastball,53,0.11,0.17,92.6,39
686790,"McDonald, Trevor",SI,fastball,279,0.12,0.17,92.6,49
687377,"Ribalta, Orlando",SI,fastball,55,0.08,0.17,92.6,49
687570,"Prielipp, Connor",SI,fastball,69,0.18,0.17,92.6,49
687931,"Whisenhunt, Carson",FF,fastball,33,0.12,0.16,92.6,39
689266,"Dodd, Dylan",SI,fastball,160,0.15,0.17,92.6,49
690928,"Dobbins, Hunter",SI,fastball,37,0.34,0.17,92.6,49
692230,"Rodriguez, Carlos",FC,fastball,25,0.22,0.17,92.6,36
693855,"Seymour, Ian",FF,fastball,169,0.19,0.17,92.6,39
694738,"Roupp, Landen",FF,fastball,30,0.28,0.17,92.6,39
694851,"Hoffmann, Andrew",FF,fastball,45,0.09,0.17,92.6,39
700669,"Graceffo, Gordon",FF,fastball,141,0.04,0.17,92.6,39
702056,"Yesavage, Trey",FF,fastball,327,0.22,0.17,92.6,39
703615,"Cabrera, Jose",FF,fastball,27,0.04,0.17,92.6,39
804267,"Thornton, Zac",FF,fastball,50,0.12,0.17,92.6,39
805427,"Sommers, Drew",SI,fastball,54,0.11,0.17,92.6,49
806188,"Gibson, Cade",SI,fastball,54,0,0.17,92.6,49
472610,"García, Luis",SI,fastball,62,0.11,0.16,92.5,47
518585,"Cruz, Fernando",FF,fastball,91,0.11,0.16,92.5,36
543037,"Cole, Gerrit",SI,fastball,25,0.1,0.16,92.5,47
543056,"Coulombe, Danny",SI,fastball,46,0.06,0.16,92.5,47
571927,"Matz, Steven",SI,fastball,208,0.17,0.16,92.5,47
571945,"Mikolas, Miles",FF,fastball,216,0.11,0.16,92.5,36
571948,"Milner, Hoby",SI,fastball,97,0.24,0.16,92.5,47
595014,"Treinen, Blake",SI,fastball,63,0.17,0.16,92.5,47
607259,"Martinez, Nick",FF,fastball,97,0.09,0.16,92.5,36
607455,"Banda, Anthony",SI,fastball,74,0.12,0.16,92.5,47
607481,"Bummer, Aaron",SI,fastball,42,0.22,0.16,92.5,47
608566,"Márquez, Germán",FF,fastball,130,0.09,0.16,92.5,36
621366,"Borucki, Ryan",SI,fastball,51,0.18,0.16,92.5,47
621383,"Banks, Tanner",SI,fastball,41,0.2,0.16,92.5,47
622608,"Senzatela, Antonio",SI,fastball,46,0.08,0.16,92.5,47
623437,"Topa, Justin",SI,fastball,62,0.13,0.16,92.5,47
628452,"Iglesias, Raisel",SI,fastball,43,0.19,0.16,92.5,47
640455,"Manaea, Sean",SI,fastball,155,0.15,0.16,92.5,47
641835,"Mayza, Tim",SI,fastball,209,0.25,0.16,92.5,47
641927,"Ober, Bailey",FF,fastball,209,0.15,0.16,92.5,36
647336,"Soroka, Michael",SI,fastball,64,0.05,0.16,92.5,47
656492,"Griffin, Foster",SI,fastball,94,0.22,0.16,92.5,47
657044,"Thompson, Ryan",SI,fastball,182,0.26,0.16,92.5,47
657424,"Gage, Matt",FF,fastball,80,0.17,0.16,92.5,36
663554,"Mize, Casey",FF,fastball,196,0.23,0.16,92.5,36
663568,"Kolek, Stephen",SI,fastball,88,0.04,0.16,92.5,47
663776,"Sandoval, Patrick",SI,fastball,27,0.29,0.16,92.5,47
663941,"Beck, Tristan",FF,fastball,37,0.04,0.16,92.5,36
664208,"Maton, Phil",SI,fastball,43,0.29,0.16,92.5,47
667297,"Nance, Tommy",SI,fastball,75,0.1,0.16,92.5,47
667463,"King, John",SI,fastball,91,0.21,0.16,92.5,47
668909,"Williams, Gavin",SI,fastball,167,0.2,0.16,92.5,47
669060,"Wilson, Bryse",FF,fastball,35,0.13,0.16,92.5,36
669084,"Hall, DL",SI,fastball,68,0.08,0.16,92.5,47
669270,"Kuhnel, Joel",SI,fastball,139,0.16,0.16,92.5,47
669372,"Ginn, J.T.",SI,fastball,238,0.38,0.16,92.5,47
669438,"Englert, Mason",FF,fastball,49,0.18,0.16,92.5,36
669461,"Liberatore, Matthew",SI,fastball,76,0.07,0.16,92.5,47
669920,"Alexander, Jason",FF,fastball,34,0.12,0.16,92.5,36
676083,"Junk, Janson",SI,fastball,25,0.02,0.16,92.5,47
676282,"Cantillo, Joey",FF,fastball,264,0.19,0.16,92.5,36
676440,"Bibee, Tanner",FF,fastball,191,0.18,0.16,92.5,36
676477,"Whitlock, Garrett",SI,fastball,171,0.14,0.16,92.5,47
679358,"Orze, Eric",FF,fastball,71,0.03,0.16,92.5,36
680736,"Wrobleski, Justin",SI,fastball,64,0.1,0.16,92.5,47
682227,"Williamson, Brandon",FF,fastball,36,0.03,0.16,92.5,36
683004,"Leiter, Jack",SI,fastball,51,0.04,0.16,92.5,47
684442,"Drake, Kohl",FF,fastball,32,0.19,0.16,92.5,36
685005,"Roa, Christian",SI,fastball,25,0.07,0.16,92.5,47
687223,"Palmquist, Carson",SI,fastball,38,0.01,0.16,92.5,47
687606,"Schultz, Paxton",FF,fastball,97,0.11,0.16,92.5,36
687911,"King, Bryan",SI,fastball,36,0.54,0.16,92.5,47
689147,"Kerkering, Orion",SI,fastball,61,0.13,0.16,92.5,47
689441,"Crow, Coleman",SI,fastball,27,0.38,0.16,92.5,47
693821,"Elder, Bryce",FF,fastball,153,0.2,0.16,92.5,36
693855,"Seymour, Ian",SI,fastball,56,0.08,0.16,92.5,47
694297,"Pfaadt, Brandon",SI,fastball,116,0.1,0.16,92.5,47
694360,"Way, Beck",SI,fastball,42,0.18,0.16,92.5,47
694477,"Patrick, Chad",SI,fastball,123,0.08,0.16,92.5,47
694973,"Skenes, Paul",SI,fastball,83,0.1,0.16,92.5,47
695076,"Lowder, Rhett",FF,fastball,127,0.12,0.16,92.5,36
700241,"McGreevy, Michael",FF,fastball,207,0.08,0.16,92.5,36
702070,"Cameron, Noah",SI,fastball,27,0.06,0.16,92.5,47
702193,"Morris, Andrew",SI,fastball,56,0.33,0.16,92.5,47
702275,"Ritchie, JR",SI,fastball,62,0.17,0.16,92.5,47
800048,"Messick, Parker",SI,fastball,147,0.09,0.16,92.5,47
455119,"Martin, Chris",FF,fastball,36,0.22,0.15,92.4,34
500779,"Quintana, Jose",SI,fastball,47,0.07,0.15,92.4,44
554430,"Wheeler, Zack",SI,fastball,126,0.1,0.15,92.4,44
571578,"Corbin, Patrick",FF,fastball,76,0.1,0.15,92.4,34
573124,"Rogers, Taylor",SI,fastball,93,0.1,0.15,92.4,44
592662,"Ray, Robbie",SI,fastball,106,0.11,0.15,92.4,44
593958,"Rodriguez, Eduardo",SI,fastball,84,0.02,0.15,92.4,44
605280,"Holmes, Clay",SI,fastball,188,0.15,0.15,92.4,44
605288,"Houser, Adrian",SI,fastball,266,0.12,0.15,92.4,44
605488,"Springs, Jeffrey",FF,fastball,344,0.13,0.15,92.4,34
607200,"Fedde, Erick",SI,fastball,195,0.11,0.15,92.4,44
608379,"Wacha, Michael",FF,fastball,259,0.13,0.15,92.4,34
621097,"Waguespack, Jacob",FF,fastball,75,0.2,0.15,92.4,34
621383,"Banks, Tanner",FF,fastball,65,0.48,0.15,92.4,34
622491,"Castillo, Luis",SI,fastball,145,0.14,0.15,92.4,44
622663,"Severino, Luis",SI,fastball,118,0.1,0.15,92.4,44
624133,"Suarez, Ranger",SI,fastball,156,0.1,0.15,92.4,44
641778,"Lauer, Eric",FF,fastball,328,0.14,0.15,92.4,34
643410,"Leiter Jr., Mark",FF,fastball,26,0.22,0.15,92.4,34
656529,"Hentges, Sam",SI,fastball,41,0.22,0.15,92.4,44
656605,"Keller, Mitch",SI,fastball,134,0.16,0.15,92.4,44
657277,"Webb, Logan",SI,fastball,238,0.09,0.15,92.4,44
657514,"Bernardino, Brennan",SI,fastball,141,0.16,0.15,92.4,44
660761,"Suarez, José",SI,fastball,43,0.11,0.15,92.4,44
663372,"Feltner, Ryan",SI,fastball,81,0.15,0.15,92.4,44
663436,"Martin, Davis",SI,fastball,172,0.09,0.15,92.4,44
663623,"Irvin, Jake",SI,fastball,97,0.08,0.15,92.4,44
663765,"Woodford, Jake",SI,fastball,57,0.06,0.15,92.4,44
663767,"Shugart, Chase",SI,fastball,61,0.17,0.15,92.4,44
663903,"Singer, Brady",SI,fastball,354,0.14,0.15,92.4,44
663969,"Phillips, Tyler",SI,fastball,147,0.05,0.15,92.4,44
665795,"Cabrera, Edward",SI,fastball,129,0.05,0.15,92.4,44
668674,"Erceg, Lucas",SI,fastball,89,0.09,0.15,92.4,44
668984,"Legumina, Casey",SI,fastball,70,0.06,0.15,92.4,44
669212,"Morgan, Eli",FF,fastball,53,0.08,0.15,92.4,34
669711,"Weissert, Greg",SI,fastball,114,0.12,0.15,92.4,44
670245,"Watson, Ryan",SI,fastball,75,0.22,0.15,92.4,44
674370,"Bido, Osvaldo",SI,fastball,31,0.12,0.15,92.4,44
676440,"Bibee, Tanner",SI,fastball,209,0.32,0.15,92.4,44
676467,"Gordon, Colton",FF,fastball,39,0.15,0.15,92.4,34
676571,"Poulin, PJ",FF,fastball,71,0.07,0.15,92.4,34
676684,"Vest, Will",SI,fastball,35,0.11,0.15,92.4,44
676962,"Brown, Ben",SI,fastball,88,0.1,0.15,92.4,44
677961,"Wilcox, Cole",SI,fastball,29,0.24,0.15,92.4,44
678906,"Teng, Kai-Wei",SI,fastball,71,0.22,0.15,92.4,44
680573,"Woods Richardson, Simeon",FF,fastball,194,0.16,0.15,92.4,34
680604,"Castaño, Blas",SI,fastball,64,0.18,0.15,92.4,44
680802,"Weiss, Ryan",SI,fastball,30,0.3,0.15,92.4,44
681810,"Warren, Austin",SI,fastball,58,0.02,0.15,92.4,44
684974,"Yoho, Craig",SI,fastball,25,0.24,0.15,92.4,44
685299,"Gordon, Tanner",FF,fastball,186,0.16,0.15,92.4,34
686613,"Brown, Hunter",SI,fastball,92,0.24,0.15,92.4,44
687562,"Bennett, Jake",SI,fastball,109,0.12,0.15,92.4,44
688107,"Gasser, Robert",SI,fastball,89,0.1,0.15,92.4,44
689546,"Davila, Nick",SI,fastball,32,0.21,0.15,92.4,44
691951,"Aldegheri, Sam",FF,fastball,129,0.09,0.15,92.4,34
695034,"Morris, Kade",SI,fastball,37,0.51,0.15,92.4,44
696270,"Johnson, Ryan",SI,fastball,96,0.01,0.15,92.4,44
808967,"Yamamoto, Yoshinobu",SI,fastball,106,0.08,0.15,92.4,44
815083,"Farris, Mitch",FF,fastball,132,0.09,0.15,92.4,34
471911,"Carrasco, Carlos",SI,fastball,28,0.32,0.14,92.3,42
518876,"Kelly, Merrill",SI,fastball,83,0.16,0.14,92.3,42
596001,"Junis, Jakob",SI,fastball,55,0.05,0.15,92.3,42
605130,"Barlow, Scott",SI,fastball,28,0.69,0.14,92.3,42
605135,"Bassitt, Chris",SI,fastball,165,0.16,0.14,92.3,42
605400,"Nola, Aaron",SI,fastball,138,0.19,0.14,92.3,42
607625,"Lugo, Seth",SI,fastball,160,0.11,0.15,92.3,42
608337,"Giolito, Lucas",FF,fastball,88,0.21,0.14,92.3,31
615698,"Quantrill, Cal",FF,fastball,71,0.15,0.15,92.3,31
621112,"Blackburn, Paul",SI,fastball,110,0.11,0.14,92.3,42
621121,"McCullers Jr., Lance",SI,fastball,66,0.09,0.15,92.3,42
641302,"Alexander, Tyler",SI,fastball,72,0.05,0.14,92.3,42
641793,"Littell, Zack",FF,fastball,212,0.15,0.14,92.3,31
642232,"Yarbrough, Ryan",FF,fastball,43,0.08,0.14,92.3,31
642701,"Santana, Dennis",SI,fastball,43,0.09,0.15,92.3,42
643511,"Rogers, Tyler",SI,fastball,266,0.11,0.14,92.3,42
656212,"Barnes, Charlie",FF,fastball,26,0.01,0.15,92.3,31
656550,"Holmes, Grant",SI,fastball,77,0.18,0.15,92.3,42
656638,"Lange, Alex",SI,fastball,76,0.26,0.15,92.3,42
657746,"Ryan, Joe",SI,fastball,90,0.07,0.15,92.3,42
663978,"Paddack, Chris",FF,fastball,168,0.09,0.15,92.3,31
664141,"Brubaker, JT",SI,fastball,152,0.06,0.14,92.3,42
669194,"Nelson, Ryne",SI,fastball,26,0.2,0.14,92.3,42
669358,"Baz, Shane",SI,fastball,76,0.06,0.15,92.3,42
