player_name,pitch_type,grp,n,act,base,aug,gain,path_ratio,axis_diff,as_gap
"Raley, Brooks",ST,breaking,42,1.03,1.21,1.02,-0.192,0.42,155.5,-0.169
"Holmes, Grant",SL,breaking,123,1.57,1.69,1.49,-0.197,0.3,167.2,-0.6
"Fluharty, Mason",ST,breaking,43,0.96,1.6,1.4,-0.197,0.41,136.7,0.055
"Ginkel, Kevin",SL,breaking,51,2.63,1.74,1.55,-0.199,0.3,166.7,-0.58
"Webb, Logan",ST,breaking,25,0.43,1.43,1.23,-0.202,0.35,175.8,-0.309
"Henriquez, Edgardo",SL,breaking,26,2.17,1.9,1.7,-0.202,0.41,134.5,-0.652
"Gilbert, Logan",SL,breaking,71,1.36,1.65,1.45,-0.205,0.3,156.2,-0.636
"Corbin, Patrick",CH,offspeed,26,1.24,1.21,1,-0.209,0.46,21,0.111
"Holmes, Clay",ST,breaking,27,1.58,1.62,1.41,-0.21,0.65,166.8,-0.23
"Leiter Jr., Mark",FS,offspeed,56,1.68,1.27,1.06,-0.21,0.39,29.9,-0.148
"Meyer, Max",ST,breaking,120,1.42,2.71,2.49,-0.21,0.26,160.1,-0.504
"Brash, Matt",SL,breaking,25,1.61,2.48,2.26,-0.216,0.38,171.2,-0.417
"Thompson, Ryan",SL,breaking,53,1.84,1.05,0.83,-0.22,0.68,163.3,0.032
"Lange, Alex",SL,breaking,50,0.77,1.61,1.39,-0.226,0.27,146.4,-0.691
"Suter, Brent",CH,offspeed,59,0.74,1.4,1.17,-0.227,0.63,21.4,0.13
"Bradish, Kyle",CU,breaking,63,2.69,1.59,1.36,-0.228,0.3,155.5,0.042
"Warren, Will",ST,breaking,35,1.54,2,1.77,-0.23,0.41,166.6,-0.213
"Megill, Trevor",KC,breaking,44,2.33,3.01,2.78,-0.233,0.28,152.8,-0.715
"Alvarez, Andrew",SL,breaking,27,1.26,2.86,2.63,-0.233,0.35,167.9,-0.499
"Brown, Ben",KC,breaking,69,2.63,1.31,1.07,-0.237,0.32,149.2,-0.615
"Canning, Griffin",SL,breaking,36,1.24,1.83,1.59,-0.239,0.27,167.6,-0.678
"Wheeler, Zack",CU,breaking,32,1.79,1.68,1.44,-0.24,0.45,175.6,-0.104
"Treinen, Blake",ST,breaking,30,1.37,1.23,0.98,-0.246,0.42,174.3,-0.377
"Cease, Dylan",CH,offspeed,30,2.48,1.51,1.27,-0.247,0.54,5.1,0.004
"Patrick, Chad",SV,breaking,32,0.59,0.82,0.57,-0.249,0.23,136.3,-0.492
"Ashcraft, Graham",SL,breaking,46,2.93,1.42,1.16,-0.258,0.25,153.7,-0.284
"Schlittler, Cam",CU,breaking,28,2.61,1.7,1.44,-0.26,0.31,167.1,-0.176
"Weathers, Ryan",ST,breaking,38,1.62,1.44,1.16,-0.275,0.82,161.7,-0.506
"Smith, Cade",FS,offspeed,44,1.41,1.81,1.54,-0.277,0.29,103.6,-0.093
"McDonald, Trevor",SL,breaking,50,1.99,3.28,2.99,-0.285,0.35,149.2,-0.359
"Baz, Shane",KC,breaking,132,1.11,2.62,2.32,-0.299,0.35,175.3,-0.343
"Vest, Will",SL,breaking,30,0.45,1.98,1.68,-0.302,0.28,160.3,-0.723
"Ashby, Aaron",SL,breaking,38,3.87,3.15,2.85,-0.303,0.52,170.3,-0.405
"Prielipp, Connor",SL,breaking,56,1.07,1.62,1.32,-0.306,0.28,159.3,-0.701
"Herget, Jimmy",ST,breaking,43,0.89,1.53,1.22,-0.309,0.57,169.8,-0.313
"Blackburn, Paul",CU,breaking,25,2.17,0.97,0.65,-0.321,0.38,173.4,0.034
"Bradley, Taj",CU,breaking,40,1.62,1.6,1.27,-0.323,0.52,174.9,-0.18
"Antone, Tejay",ST,breaking,53,1.01,1.53,1.16,-0.369,0.36,164,-0.335
"Romero, JoJo",ST,breaking,43,2.37,1.91,1.54,-0.375,0.68,172.8,-0.307
"Fisher, Braydon",CU,breaking,33,0.93,1.01,0.63,-0.383,0.49,174.7,-0.226
"McLean, Nolan",CU,breaking,103,1,1.83,1.45,-0.383,0.64,174.5,0.014
