player_name,pitch_type,grp,n,act,base,aug,gain,path_ratio,axis_diff,as_gap
"Kuhnel, Joel",SI,fastball,139,0.16,0.18,0.18,-0.005,,3.3,0.071
"Murphy, Chris",FF,fastball,88,0.23,0.23,0.23,-0.005,,4,0
"Ramírez, Yohan",SI,fastball,117,0.22,0.18,0.18,-0.005,,4.1,0.004
"Macko, Adam",FF,fastball,72,0.26,0.18,0.18,-0.005,,2.8,0
"Matsui, Yuki",FF,fastball,106,0.2,0.19,0.18,-0.005,,3.5,0
"Drohan, Shane",SI,fastball,114,0.1,0.19,0.19,-0.005,,4.3,-0.01
"Vodnik, Victor",FF,fastball,140,0.29,0.23,0.22,-0.005,,4.8,0
"Uribe, Abner",SI,fastball,183,0.42,0.22,0.21,-0.005,,5.4,0
"Barco, Hunter",FF,fastball,46,0.11,0.21,0.21,-0.005,,3.2,0
"Collyer, Gavin",FF,fastball,40,0.32,0.25,0.24,-0.005,,3.2,0
"Bennett, Jake",FF,fastball,162,0.31,0.19,0.19,-0.005,,4.1,0
"Pallette, Peyton",FF,fastball,98,0.27,0.16,0.16,-0.005,,2,0
"Taylor, Grant",SI,fastball,40,0.18,0.22,0.22,-0.005,,8.1,0.012
"Palencia, Daniel",FF,fastball,103,0.33,0.25,0.25,-0.005,,2.9,0
"Pfaadt, Brandon",SI,fastball,116,0.1,0.17,0.17,-0.005,,6.7,0.075
"Johnson, Ryan",SI,fastball,96,0.01,0.15,0.15,-0.005,,5.5,0
"Pomeranz, Drew",FF,fastball,180,0.12,0.24,0.24,-0.006,,5.6,0
"Chapman, Aroldis",FF,fastball,103,0.14,0.26,0.25,-0.006,,3.9,0
"Corbin, Patrick",SI,fastball,181,0.05,0.15,0.15,-0.006,,2.9,-0.022
"Gausman, Kevin",FS,offspeed,386,1.82,1.25,1.25,-0.006,0.36,18.3,-0.177
"Springs, Jeffrey",FF,fastball,344,0.13,0.17,0.16,-0.006,,3.8,0
"Rea, Colin",SI,fastball,67,0.02,0.15,0.14,-0.006,,6.2,-0.076
"Blackburn, Paul",SI,fastball,110,0.11,0.15,0.14,-0.006,,3.4,0.007
"Keller, Brad",SI,fastball,47,0.23,0.21,0.21,-0.006,,4.5,-0.012
"Suarez, Robert",FF,fastball,114,0.14,0.24,0.23,-0.006,,3.2,0
"Brubaker, JT",SI,fastball,152,0.06,0.14,0.14,-0.006,,2.7,-0.011
"Medina, Luis",FF,fastball,118,0.2,0.22,0.21,-0.006,,3.8,0
"Peguero, Joel",FF,fastball,43,0.23,0.22,0.22,-0.006,,2.8,0
"Romero, JoJo",SI,fastball,110,0.15,0.16,0.15,-0.006,,4.2,-0.03
"Skubal, Tarik",FF,fastball,280,0.21,0.21,0.21,-0.006,,3.2,0
"Detmers, Reid",FF,fastball,455,0.21,0.17,0.17,-0.006,,4.6,0
"Cecconi, Slade",SI,fastball,193,0.18,0.14,0.14,-0.006,,7.1,0.007
"Rocker, Kumar",SI,fastball,244,0.07,0.14,0.13,-0.006,,4.6,0.003
"Prielipp, Connor",SI,fastball,69,0.18,0.17,0.17,-0.006,,3.3,0.013
"Aldegheri, Sam",FF,fastball,129,0.09,0.16,0.15,-0.006,,2.5,0
"Schlittler, Cam",SI,fastball,194,0.23,0.2,0.19,-0.006,,4,-0.064
"Rojas, Kendry",FF,fastball,94,0.4,0.21,0.21,-0.006,,4.9,0
"Sasaki, Roki",FF,fastball,353,0.18,0.21,0.2,-0.006,,3,0
"Kelly, Merrill",SI,fastball,83,0.16,0.16,0.16,-0.007,,3,-0.011
"Sale, Chris",CH,offspeed,111,0.95,0.89,0.88,-0.007,0.31,16.2,0.053
"Buehler, Walker",SI,fastball,103,0.07,0.15,0.15,-0.007,,5.3,-0.009
"Senzatela, Antonio",SI,fastball,46,0.08,0.15,0.15,-0.007,,2.9,-0.015
"Alcantara, Sandy",FF,fastball,220,0.18,0.19,0.18,-0.007,,2.5,0
"Scott, Tanner",FF,fastball,160,0.31,0.27,0.26,-0.007,,2.7,0
"Webb, Jacob",CH,offspeed,177,1.53,1.12,1.12,-0.007,0.3,22.1,0.108
"Clarke, Taylor",FC,fastball,68,0.08,0.21,0.21,-0.007,,5.2,-0.072
"Clarke, Taylor",SI,fastball,51,0.03,0.18,0.18,-0.007,,4.1,0.035
"Alvarado, Elvis",FF,fastball,153,0.27,0.24,0.23,-0.007,,3,0
"Morillo, Juan",FF,fastball,155,0.43,0.21,0.2,-0.007,,4.2,0
"Morillo, Juan",SI,fastball,58,0.18,0.19,0.18,-0.007,,4.6,-0.035
"Soriano, José",FS,offspeed,179,1.04,0.79,0.79,-0.007,0.17,11.3,-0.003
"Erceg, Lucas",FF,fastball,102,0.16,0.18,0.18,-0.007,,3.5,0
"Bachar, Lake",FF,fastball,141,0.16,0.27,0.26,-0.007,,2.6,0
"Bednar, David",FS,offspeed,174,1.01,0.76,0.75,-0.007,0.17,6.5,-0.282
"Halvorsen, Seth",FF,fastball,101,0.02,0.21,0.21,-0.007,,3.8,0
"Wrobleski, Justin",SI,fastball,64,0.1,0.17,0.16,-0.007,,4.3,-0.009
"Phillips, Connor",FF,fastball,90,0.12,0.24,0.23,-0.007,,2.9,0
"Johnson, Seth",SL,breaking,42,0.97,1.74,1.73,-0.007,0.29,73,-0.645
"Dotel, Wilber",FF,fastball,88,0.18,0.21,0.21,-0.007,,3.8,0
"Chandler, Bubba",SI,fastball,54,0.18,0.2,0.2,-0.007,,6.1,0.002
"Rodriguez, Bradgley",FF,fastball,79,0.17,0.24,0.23,-0.007,,4.9,0
"Ureña, Walbert",FF,fastball,156,0.21,0.2,0.19,-0.007,,3.7,0
"Fuentes, Didier",FF,fastball,282,0.26,0.21,0.2,-0.007,,3.7,0
"Dollander, Chase",FF,fastball,155,0.27,0.24,0.23,-0.007,,2.9,0
"Lorenzen, Michael",SI,fastball,165,0.09,0.15,0.14,-0.008,,5.4,-0.034
"Booser, Cam",FF,fastball,67,0.17,0.19,0.19,-0.008,,3,0
"Guerrero, Tyron",SI,fastball,173,0.26,0.23,0.22,-0.008,,2.9,0
"Iglesias, Raisel",SI,fastball,43,0.19,0.17,0.16,-0.008,,6.8,0.04
"Littell, Zack",FF,fastball,212,0.15,0.15,0.14,-0.008,,3.7,0
"Griffin, Foster",SI,fastball,94,0.22,0.16,0.15,-0.008,,5.5,-0.055
"Lange, Alex",SI,fastball,76,0.26,0.15,0.15,-0.008,,4.3,-0.017
"De los Santos, Yerry",SI,fastball,43,0.23,0.18,0.17,-0.008,,2,-0.018
"Akin, Keegan",FF,fastball,100,0.28,0.18,0.18,-0.008,,2.9,0
"Zerpa, Angel",SI,fastball,54,0.1,0.17,0.17,-0.008,,5.7,-0.039
"Whitlock, Garrett",SI,fastball,171,0.14,0.18,0.17,-0.008,,3,0
"Bruihl, Justin",SI,fastball,179,0.13,0.2,0.19,-0.008,,9.3,0.023
"Weathers, Ryan",FF,fastball,215,0.2,0.21,0.2,-0.008,,2.7,0
"Anderson, Grant",FF,fastball,139,0.17,0.23,0.22,-0.008,,4.6,0
"Dodd, Dylan",SI,fastball,160,0.15,0.17,0.16,-0.008,,2.7,0
"Rodriguez, Bradgley",SI,fastball,93,0.08,0.19,0.18,-0.008,,5.1,-0.031
"Gibson, Cade",SI,fastball,54,0,0.19,0.18,-0.008,,2.9,-0.062
"Scherzer, Max",CH,offspeed,45,0.46,0.95,0.94,-0.009,0.32,25.7,0.075
"Rogers, Taylor",SI,fastball,93,0.1,0.18,0.17,-0.009,,2.3,0
"Quantrill, Cal",SI,fastball,133,0.12,0.14,0.13,-0.009,,7.2,-0.002
"Helsley, Ryan",FF,fastball,52,0.32,0.31,0.3,-0.009,,3.9,0
"Lawrence, Justin",FF,fastball,49,0.31,0.27,0.26,-0.009,,4.9,0
"Alvarado, Elvis",SI,fastball,42,0.04,0.21,0.2,-0.009,,3.7,-0.005
"Kilian, Caleb",KC,breaking,70,1.43,0.93,0.92,-0.009,0.59,166.5,0.107
"Gore, MacKenzie",SI,fastball,55,0.19,0.2,0.19,-0.009,,2.8,0.029
"Gómez, Yoendrys",SI,fastball,44,0.12,0.19,0.18,-0.009,,6.6,-0.021
"Winn, Keaton",FS,offspeed,123,1.06,1,0.99,-0.009,0.22,18.9,-0.052
"Bradish, Kyle",SI,fastball,256,0.1,0.2,0.19,-0.009,,11.3,0.028
"Maxwell, Zach",FF,fastball,61,0.09,0.23,0.22,-0.009,,3,0
"Gibson, Trey",FF,fastball,46,0.15,0.17,0.16,-0.009,,3.4,0
"Petty, Chase",SI,fastball,80,0.1,0.19,0.18,-0.009,,6.3,0.008
"Schultz, Noah",SI,fastball,102,0.14,0.2,0.19,-0.009,,5.4,0.018
"Early, Connelly",ST,breaking,57,2.36,2.06,2.05,-0.009,0.53,170.8,-0.495
"Lauer, Eric",FF,fastball,328,0.14,0.17,0.16,-0.01,,2.7,0
"Muñoz, Andrés",SL,breaking,171,3.09,2.07,2.06,-0.01,0.48,130.1,-0.453
"Shugart, Chase",SI,fastball,61,0.17,0.16,0.15,-0.01,,4.6,-0.014
"Valdez, Framber",SI,fastball,380,0.15,0.18,0.17,-0.01,,4.9,-0.034
"Luzardo, Jesús",FF,fastball,252,0.12,0.21,0.2,-0.01,,3.1,0
"Pallante, Andre",SI,fastball,187,0.11,0.18,0.17,-0.01,,7.7,0.054
"Hancock, Emerson",FF,fastball,395,0.15,0.22,0.21,-0.01,,5.2,0
"Meyer, Max",FF,fastball,180,0.08,0.26,0.25,-0.01,,2.7,0
"Wilcox, Cole",FF,fastball,45,0.15,0.18,0.17,-0.01,,2.7,0
"Ferrer, José A.",SI,fastball,257,0.16,0.21,0.2,-0.01,,3.1,0
"Kempner, William",FF,fastball,40,0.3,0.23,0.22,-0.01,,3,0
"Morris, Andrew",SI,fastball,56,0.33,0.17,0.16,-0.01,,7.8,-0.01
"Mikolas, Miles",SI,fastball,214,0.14,0.14,0.13,-0.011,,4.4,-0.043
"Nola, Aaron",SI,fastball,138,0.19,0.15,0.14,-0.011,,3.3,-0.027
"Woodruff, Brandon",CH,offspeed,68,1.86,1.22,1.21,-0.011,0.26,22.9,-0.019
"Banda, Anthony",SI,fastball,74,0.12,0.19,0.18,-0.011,,4.2,-0.025
"Wacha, Michael",SI,fastball,141,0.12,0.13,0.12,-0.011,,5.4,-0.009
"Kay, Anthony",FF,fastball,209,0.15,0.21,0.19,-0.011,,3.9,0
"Lambert, Peter",CH,offspeed,208,1.14,0.78,0.77,-0.011,0.24,18.9,0.023
"Lambert, Peter",SI,fastball,77,0.09,0.13,0.12,-0.011,,6.2,-0.044
"Rogers, Trevor",FF,fastball,409,0.26,0.22,0.21,-0.011,,3.3,0
"Scholtens, Jesse",SI,fastball,76,0.29,0.15,0.14,-0.011,,3,-0.093
"Brown, Ben",KC,breaking,180,2.28,1.34,1.33,-0.011,0.32,147,-0.615
"Silseth, Chase",SI,fastball,52,0.18,0.17,0.15,-0.011,,8.1,-0.023
"Brown, Hunter",SI,fastball,92,0.24,0.16,0.15,-0.011,,4.1,-0.08
"Prielipp, Connor",FF,fastball,165,0.09,0.19,0.18,-0.011,,2.8,0
"Treinen, Blake",ST,breaking,67,2.66,1.9,1.89,-0.012,0.42,174.3,-0.377
"Junis, Jakob",SI,fastball,55,0.05,0.15,0.14,-0.012,,3.9,-0.025
"Alvarado, José",SI,fastball,217,0.24,0.22,0.21,-0.012,,2.9,-0.013
"Ober, Bailey",FF,fastball,209,0.15,0.19,0.18,-0.012,,3.4,0
"Soto, Gregory",SI,fastball,99,0.17,0.23,0.22,-0.012,,4.9,-0.005
"Leiter Jr., Mark",SI,fastball,58,0.18,0.14,0.13,-0.012,,3.8,-0.043
"Lambert, Peter",FC,fastball,80,0.17,0.2,0.19,-0.012,,14.4,-0.298
"Ragans, Cole",FF,fastball,155,0.25,0.24,0.23,-0.012,,3.1,0
"O'Brien, Riley",SI,fastball,196,0.19,0.22,0.2,-0.012,,3.7,0
"Montgomery, Mason",FF,fastball,217,0.33,0.24,0.23,-0.012,,3.2,0
"McDonald, Trevor",SI,fastball,279,0.12,0.2,0.18,-0.012,,3.5,0.071
"Carrasco, Carlos",CH,offspeed,41,0.69,0.52,0.51,-0.013,0.2,11.1,-0.1
"Lugo, Seth",SI,fastball,160,0.11,0.17,0.15,-0.013,,6.7,-0.018
"Suter, Brent",FF,fastball,128,0.14,0.19,0.18,-0.013,,5.3,0
"Keller, Mitch",SI,fastball,134,0.16,0.18,0.16,-0.013,,2.8,-0.078
"Phillips, Tyler",SI,fastball,147,0.05,0.16,0.15,-0.013,,7.6,0.02
"Assad, Javier",SI,fastball,207,0.06,0.14,0.13,-0.013,,4.6,-0.006
"King, John",SI,fastball,91,0.21,0.17,0.16,-0.013,,3.9,0
"Williams, Gavin",SI,fastball,167,0.2,0.18,0.16,-0.013,,8.9,0.043
"Mlodzinski, Carmen",SI,fastball,95,0.08,0.16,0.14,-0.013,,8.1,-0.02
"Weissert, Greg",FF,fastball,111,0.21,0.19,0.17,-0.013,,6.7,0
"Watson, Ryan",SI,fastball,75,0.22,0.18,0.17,-0.013,,3.6,-0.033
"Bello, Brayan",SI,fastball,218,0.22,0.16,0.15,-0.013,,5.9,0.039
"Kelly, Kevin",SI,fastball,176,0.13,0.2,0.19,-0.013,,3.2,-0.006
"Nunez, Anthony",SI,fastball,49,0.21,0.23,0.22,-0.013,,7.8,0.044
"Schultz, Noah",FF,fastball,113,0.25,0.23,0.21,-0.013,,3.6,0
"Ritchie, JR",SI,fastball,62,0.17,0.18,0.17,-0.013,,4.3,-0.027
"Tolle, Payton",SI,fastball,158,0.16,0.22,0.21,-0.013,,2.8,-0.021
"Dollander, Chase",SI,fastball,77,0.17,0.23,0.22,-0.013,,2.9,-0.039
"Sale, Chris",FF,fastball,389,0.26,0.23,0.22,-0.014,,3.9,0
"Strahm, Matt",FF,fastball,116,0.28,0.22,0.21,-0.014,,3.5,0
"Hernández, Jonathan",SI,fastball,53,0.37,0.19,0.18,-0.014,,2.8,-0.002
"Lynch IV, Daniel",SI,fastball,84,0.28,0.18,0.17,-0.014,,3.9,-0.033
"Skubal, Tarik",SI,fastball,121,0.24,0.2,0.19,-0.014,,5.3,-0.059
"Englert, Mason",SI,fastball,66,0.07,0.14,0.12,-0.014,,2.4,-0.044
"Cantillo, Joey",FF,fastball,264,0.19,0.18,0.16,-0.014,,3.5,0
"Teng, Kai-Wei",SI,fastball,71,0.22,0.18,0.16,-0.014,,3.4,-0.04
"Gibson, Trey",SI,fastball,55,0.22,0.16,0.14,-0.014,,5.8,-0.06
"Lowder, Rhett",SI,fastball,182,0.05,0.16,0.14,-0.014,,10.4,0.016
"Ureña, Walbert",SI,fastball,218,0.37,0.19,0.18,-0.014,,3.5,0.03
"Imai, Tatsuya",FF,fastball,171,0.18,0.19,0.18,-0.014,,3.6,0
"Houser, Adrian",SI,fastball,266,0.12,0.17,0.16,-0.015,,4.6,-0.027
"Ryan, Joe",SI,fastball,90,0.07,0.15,0.14,-0.015,,4.2,-0.011
"Waldron, Matt",SI,fastball,43,0.1,0.16,0.15,-0.015,,3.3,-0.056
"Wolfram, Grant",SI,fastball,106,0.24,0.19,0.18,-0.015,,4.7,0.115
"Kremer, Dean",SI,fastball,41,0.07,0.13,0.12,-0.015,,10.2,-0.022
"Schreiber, John",FF,fastball,87,0.28,0.21,0.19,-0.015,,5.8,0
"Pérez, Cionel",FF,fastball,65,0.23,0.21,0.2,-0.015,,3.7,0
"Way, Beck",SI,fastball,42,0.18,0.18,0.17,-0.015,,3.5,-0.007
"Raley, Brooks",SI,fastball,45,0.15,0.19,0.17,-0.016,,5.7,0
"Alexander, Tyler",FC,fastball,59,0.16,0.27,0.25,-0.016,,20.1,-0.391
"Doval, Camilo",FC,fastball,70,0.14,0.32,0.31,-0.016,,5.1,-0.01
"Ashcraft, Graham",FC,fastball,102,0.29,0.29,0.27,-0.016,,5.6,0
"Wilson, Bryse",SI,fastball,46,0.08,0.13,0.12,-0.016,,5.6,-0.056
"Hanifee, Brenan",SI,fastball,87,0.03,0.19,0.17,-0.016,,3.4,0.009
"Morejon, Adrian",SI,fastball,191,0.18,0.25,0.24,-0.016,,7.1,-0.063
"Agnos, Zach",FC,fastball,133,0.23,0.24,0.22,-0.016,,12.9,-0.333
"Miles, Spencer",SI,fastball,205,0.34,0.2,0.18,-0.016,,3.5,-0.025
"Manaea, Sean",SI,fastball,155,0.15,0.19,0.17,-0.017,,4.3,-0.002
"Sánchez, Cristopher",SI,fastball,410,0.11,0.2,0.18,-0.017,,2.9,0
"Duran, Jhoan",FF,fastball,77,0.39,0.21,0.19,-0.017,,2.8,0
"Baz, Shane",CH,offspeed,71,0.36,1.05,1.04,-0.017,0.36,18.4,0.021
"Cavalli, Cade",SI,fastball,149,0.1,0.17,0.15,-0.017,,5.2,0
"Rodriguez, Grayson",CH,offspeed,83,1.54,1.41,1.39,-0.017,0.37,32.4,-0.128
"Warren, Austin",SI,fastball,58,0.02,0.16,0.15,-0.017,,6,0.025
"Davila, Nick",SL,breaking,108,0.39,1.22,1.2,-0.017,0.32,148.5,-0.563
"Patrick, Chad",SI,fastball,123,0.08,0.19,0.17,-0.017,,5.9,-0.063
"Kittredge, Andrew",SL,breaking,122,1.08,1,0.98,-0.018,0.21,72.5,-0.431
"Mantiply, Joe",SI,fastball,49,0.04,0.2,0.18,-0.018,,4.4,0
"Walker, Taijuan",FS,offspeed,57,0.66,0.5,0.49,-0.018,0.19,9.7,-0.143
"Hentges, Sam",SI,fastball,41,0.22,0.19,0.17,-0.018,,3.1,-0.035
"Suarez, José",SI,fastball,43,0.11,0.17,0.16,-0.018,,3.8,-0.021
"Doval, Camilo",SI,fastball,140,0.29,0.29,0.27,-0.018,,4.8,0
"Erceg, Lucas",SI,fastball,89,0.09,0.17,0.15,-0.018,,5.8,0.002
"Morejon, Adrian",FF,fastball,75,0.5,0.27,0.25,-0.018,,3.9,0
"Walker, Ryan",SL,breaking,63,1.36,1.36,1.34,-0.018,0.62,172.6,-0.192
"Johnson, Ryan",FC,fastball,109,0.54,0.31,0.29,-0.018,,24.1,-0.332
"Peralta, Wandy",SI,fastball,168,0.18,0.19,0.17,-0.019,,3.5,-0.01
"McCullers Jr., Lance",FC,fastball,88,0.28,0.27,0.25,-0.019,,33.1,-0.332
"Speier, Gabe",SI,fastball,71,0.28,0.19,0.17,-0.019,,3.3,0.006
"Civale, Aaron",SI,fastball,107,0.11,0.15,0.14,-0.019,,5,-0.026
"Holton, Tyler",SI,fastball,60,0.12,0.18,0.16,-0.019,,5.8,0.015
"Roberts, Ethan",FC,fastball,89,0.25,0.39,0.38,-0.019,,11.2,-0.084
"Herrin, Tim",SI,fastball,62,0.21,0.19,0.17,-0.019,,3.4,0.036
"Headrick, Brent",SI,fastball,46,0.26,0.21,0.19,-0.019,,3.8,-0.041
"Woo, Bryan",SI,fastball,173,0.08,0.2,0.18,-0.019,,3.5,-0.047
"Topa, Justin",SI,fastball,62,0.13,0.17,0.15,-0.02,,3.3,0
"Holmes, Grant",SI,fastball,77,0.18,0.15,0.13,-0.02,,5.3,-0.085
"Webb, Logan",CH,offspeed,235,0.76,0.66,0.64,-0.02,0.18,35.6,0.05
"Kolek, Stephen",SI,fastball,88,0.04,0.17,0.15,-0.02,,6.6,-0.132
"Erceg, Lucas",CH,offspeed,48,0.65,1.03,1.01,-0.02,0.31,14.6,-0.035
"Ashcraft, Braxton",SI,fastball,137,0.26,0.22,0.2,-0.02,,3.8,-0.049
"Bennett, Jake",SI,fastball,109,0.12,0.2,0.18,-0.02,,3.4,-0.008
"Painter, Andrew",FS,offspeed,84,1.35,1.33,1.31,-0.02,0.32,14.7,-0.15
"Rasmussen, Drew",CH,offspeed,105,0.98,1.12,1.1,-0.021,0.16,39.7,-0.188
"Assad, Javier",FC,fastball,60,0.23,0.4,0.38,-0.021,,47,-0.399
"May, Dustin",SI,fastball,165,0.2,0.26,0.23,-0.021,,10,-0.056
"Winn, Keaton",SI,fastball,55,0.15,0.18,0.16,-0.021,,4.3,-0.092
"Burns, Chase",CH,offspeed,41,1.2,1.22,1.2,-0.021,0.21,26.2,0.064
"Yarbrough, Ryan",FF,fastball,43,0.08,0.19,0.17,-0.022,,3.9,0
"Irvin, Jake",SI,fastball,97,0.08,0.2,0.17,-0.022,,4.7,-0.062
"Zeferjahn, Ryan",SI,fastball,51,0.12,0.2,0.18,-0.022,,6.7,-0.004
"Suarez, Ranger",SI,fastball,156,0.1,0.17,0.15,-0.023,,8,-0.082
"Bender, Anthony",SI,fastball,54,0.37,0.2,0.18,-0.023,,3,0
"Pérez, Cionel",SI,fastball,95,0.21,0.21,0.19,-0.023,,3.2,-0.024
"Herrin, Tim",CU,breaking,65,3.12,1.81,1.79,-0.023,0.84,172.7,-0.088
"Pfaadt, Brandon",FC,fastball,82,0.25,0.36,0.34,-0.023,,18.7,-0.315
"McGreevy, Michael",SI,fastball,153,0.08,0.16,0.14,-0.023,,5.2,-0.106
"Sullivan, Sean",FF,fastball,84,0.07,0.24,0.22,-0.023,,2.8,0
"Moll, Sam",CH,offspeed,41,0.6,0.81,0.78,-0.024,0.3,27.7,0.16
"Fedde, Erick",FC,fastball,133,0.16,0.28,0.26,-0.024,,18.4,-0.27
"Martinez, Nick",FC,fastball,205,0.24,0.27,0.24,-0.024,,7.4,-0.302
"Soroka, Michael",SI,fastball,64,0.05,0.18,0.16,-0.024,,3.1,-0.023
"Griffin, Foster",FC,fastball,357,0.18,0.21,0.19,-0.024,,33.7,-0.398
"Criswell, Cooper",FC,fastball,44,0.38,0.37,0.34,-0.024,,59.1,-0.423
"Gray, Peyton",CH,offspeed,150,1.18,1.15,1.12,-0.024,0.44,24.4,-0.043
"Schlittler, Cam",FC,fastball,306,0.21,0.4,0.37,-0.024,,34.5,-0.274
"Holmes, Clay",ST,breaking,59,1.97,2.05,2.03,-0.025,0.65,167.1,-0.23
"Thompson, Ryan",SL,breaking,103,2.07,1.57,1.55,-0.025,0.68,164.5,0.032
"Kirby, George",KC,breaking,81,0.69,0.97,0.94,-0.025,0.43,177,-0.084
"Marinaccio, Ron",CH,offspeed,115,1.16,1.32,1.29,-0.025,0.36,40.5,-0.029
"McLean, Nolan",SI,fastball,299,0.21,0.22,0.19,-0.025,,5,-0.055
"Elder, Bryce",SI,fastball,179,0.26,0.15,0.13,-0.025,,7.6,-0.061
"Banks, Tanner",SI,fastball,41,0.2,0.15,0.13,-0.026,,3,0.008
"Littell, Zack",SI,fastball,141,0.21,0.15,0.12,-0.026,,6.8,0
"Greene, Hunter",SL,breaking,69,2.65,1.48,1.45,-0.026,0.51,77.7,-0.535
"Crochet, Garrett",SI,fastball,45,0.25,0.26,0.23,-0.026,,5.6,-0.006
"Garcia, Brandyn",SI,fastball,82,0.09,0.22,0.19,-0.026,,4.1,0
"Sale, Chris",SL,breaking,337,2.58,2.84,2.81,-0.027,0.71,165.4,-0.276
"Boyd, Matthew",SL,breaking,67,2.35,1.43,1.41,-0.027,0.37,121.2,-0.767
"Peralta, Freddy",CH,offspeed,209,0.88,1.03,1.01,-0.027,0.32,38.7,0.052
"Detmers, Reid",CH,offspeed,93,1.41,1.75,1.72,-0.027,0.37,14,-0.027
"Bibee, Tanner",SI,fastball,209,0.32,0.16,0.13,-0.027,,13.4,-0.013
"Criswell, Cooper",SI,fastball,54,0.17,0.21,0.18,-0.027,,2.9,0.068
"Roycroft, Chris",SI,fastball,77,0.12,0.25,0.22,-0.027,,14.4,0.256
"Yates, Kirby",FS,offspeed,77,0.95,0.7,0.67,-0.028,0.21,28.9,-0.002
"Hart, Kyle",SI,fastball,61,0.07,0.22,0.19,-0.028,,2.8,0.02
"Severino, Luis",FC,fastball,112,0.15,0.27,0.24,-0.028,,17.7,-0.251
"Romero, JoJo",CH,offspeed,56,1.3,0.71,0.68,-0.028,0.25,14.6,0.091
"Melton, Troy",SL,breaking,97,1.47,1.31,1.28,-0.028,0.28,111.2,-0.426
"Imanaga, Shota",SI,fastball,63,0.18,0.22,0.19,-0.028,,7.4,-0.105
"Sugano, Tomoyuki",SL,breaking,65,0.8,0.97,0.94,-0.029,0.23,113.5,-0.613
"Lovelady, Richard",SI,fastball,60,0.12,0.29,0.26,-0.029,,15.5,-0.004
"Ginn, J.T.",SI,fastball,238,0.38,0.19,0.16,-0.029,,4.6,-0.002
"Rogers, Trevor",CH,offspeed,225,0.7,0.9,0.87,-0.029,0.25,13.9,-0.014
"Rogers, Trevor",SI,fastball,84,0.18,0.23,0.2,-0.029,,4.4,0.008
"Perkins, Jack",ST,breaking,146,1.76,1.78,1.75,-0.029,0.38,166.6,-0.526
"Criswell, Cooper",CH,offspeed,64,0.5,0.55,0.52,-0.029,0.19,12.7,0.148
"Lowder, Rhett",SL,breaking,180,1.38,2.26,2.23,-0.029,0.35,163.1,-0.67
"Castillo, Luis",SI,fastball,145,0.14,0.17,0.14,-0.03,,7,0.042
"Dobnak, Randy",SI,fastball,79,0.1,0.17,0.14,-0.03,,2.5,-0.037
"Chapman, Aroldis",SI,fastball,119,0.24,0.3,0.27,-0.031,,6,-0.029
"Bassitt, Chris",FC,fastball,94,0.19,0.29,0.26,-0.031,,12.4,-0.211
"Holmes, Clay",SI,fastball,188,0.15,0.17,0.14,-0.031,,3.6,0
"Canning, Griffin",SI,fastball,49,0,0.18,0.15,-0.031,,6.1,-0.024
"Canning, Griffin",SL,breaking,119,1.29,1.74,1.71,-0.031,0.27,167.4,-0.678
"Keller, Mitch",SL,breaking,88,0.64,0.98,0.95,-0.031,0.24,102.9,-0.584
"Hicks, Jordan",SI,fastball,123,0.06,0.2,0.17,-0.031,,7.6,-0.034
"Imanaga, Shota",ST,breaking,121,2.13,1.34,1.31,-0.031,0.48,155.2,-0.524
"Yoho, Craig",CH,offspeed,76,1.48,2.07,2.03,-0.031,0.68,52.6,-0.121
"Rodríguez, Elmer",SI,fastball,54,0.18,0.18,0.15,-0.031,,6.8,-0.004
"Cabrera, Edward",CU,breaking,83,1.22,2.01,1.98,-0.032,0.42,168.1,-0.348
"Miller, Erik",SI,fastball,110,0.18,0.24,0.21,-0.032,,4.3,0.007
"Wells, Tyler",FC,fastball,111,0.57,0.3,0.27,-0.032,,16.9,-0.253
"Weissert, Greg",CH,offspeed,41,1.02,1.04,1.01,-0.032,0.37,41.3,0.197
"Hancock, Emerson",SI,fastball,214,0.15,0.21,0.17,-0.032,,5.7,0.031
"Smith, Dylan",ST,breaking,58,1.17,1.73,1.7,-0.032,0.41,129.2,-0.506
"Morgan, David",SI,fastball,50,0.21,0.24,0.21,-0.032,,17.9,0.086
"Rodón, Carlos",SI,fastball,60,0.32,0.27,0.24,-0.033,,8.9,-0.14
"Bird, Jake",SI,fastball,83,0.28,0.23,0.19,-0.033,,18.6,0.127
"Lawrence, Justin",SI,fastball,126,0.38,0.27,0.24,-0.033,,6.4,-0.029
"Poulin, PJ",ST,breaking,98,1.32,1.1,1.07,-0.033,0.49,141.6,-0.724
"Suarez, Robert",CH,offspeed,88,1.2,1.28,1.25,-0.034,0.19,27.3,0.028
"Luzardo, Jesús",SI,fastball,163,0.15,0.22,0.18,-0.034,,4,0.008
"Sproat, Brandon",SI,fastball,172,0.2,0.2,0.17,-0.034,,4.4,-0.11
"Warren, Will",SI,fastball,198,0.27,0.23,0.2,-0.034,,7.9,0
"Yarbrough, Ryan",FC,fastball,79,0.17,0.18,0.15,-0.035,,14.9,-0.345
"Kochanowicz, Jack",SI,fastball,192,0.24,0.21,0.18,-0.035,,4.5,-0.057
"Young, Brandon",SI,fastball,95,0.06,0.17,0.13,-0.035,,7.8,-0.013
"Gusto, Ryan",SI,fastball,41,0.41,0.21,0.18,-0.035,,15.7,-0.077
