player_name,pitch_type,grp,n,act_miss,base,aug,gain,path_ratio,axis_diff,eff_diff_k
"Hart, Kyle",FS,offspeed,29,0.66,0.73,0.71,-0.022,0.27,59.9,0.02
"Bennett, Jake",CH,offspeed,46,1.03,0.9,0.88,-0.022,0.31,16.4,0.01
"Bassitt, Chris",FC,fastball,28,0.24,0.23,0.21,-0.023,,12,0.04
"Quantrill, Cal",FS,offspeed,35,0.18,0.77,0.75,-0.023,0.27,22.6,0.02
"Gibson, Cade",ST,breaking,34,1.22,1.71,1.68,-0.023,0.55,161.8,0.01
"Ray, Robbie",CH,offspeed,58,0.71,0.64,0.61,-0.024,0.24,7.1,0.01
"Peralta, Freddy",CH,offspeed,55,0.66,0.81,0.78,-0.024,0.32,38.3,0.01
"Rogers, Trevor",CH,offspeed,67,0.17,0.75,0.72,-0.024,0.25,13,0.01
"Warren, Will",CH,offspeed,29,0.88,0.71,0.69,-0.024,0.26,24.5,0.02
"Houser, Adrian",CH,offspeed,44,0.76,1.09,1.06,-0.025,0.35,13.5,0.01
"Strahm, Matt",FF,fastball,45,0.17,0.24,0.22,-0.025,,4.9,0
"Abreu, Bryan",SL,breaking,49,1.8,2,1.98,-0.025,0.35,161.5,0.04
"Brown, Ben",KC,breaking,69,2.63,1.08,1.06,-0.025,0.32,149.2,0.05
"Freeland, Kyle",ST,breaking,47,1.09,1.45,1.43,-0.026,0.4,169,0.02
"Wacha, Michael",CH,offspeed,92,0.7,1.05,1.02,-0.026,0.57,39.3,0.01
"Anderson, Drew",CH,offspeed,64,0.64,1.01,0.98,-0.026,0.19,39.2,0.01
"Herget, Jimmy",ST,breaking,43,0.89,1.29,1.26,-0.026,0.57,169.8,0.02
"Brubaker, JT",SL,breaking,34,0.93,1.3,1.27,-0.026,0.2,78.5,0.06
"Chapman, Aroldis",SI,fastball,48,0.31,0.3,0.27,-0.027,,5.1,0.01
"Scott, Christian",FF,fastball,99,0.37,0.22,0.2,-0.027,,3.7,0
"Lodolo, Nick",FF,fastball,45,0.23,0.2,0.17,-0.028,,2.6,0
"Bradley, Taj",FS,offspeed,57,0.83,0.76,0.73,-0.029,0.19,14.7,0.02
"Woodruff, Brandon",CH,offspeed,27,2.24,0.85,0.82,-0.03,0.26,23.1,0.01
"Suter, Brent",SI,fastball,44,0.03,0.25,0.22,-0.03,,14.4,0.01
"Thompson, Ryan",SL,breaking,53,1.84,1.15,1.12,-0.03,0.68,163.3,0.02
"Paddack, Chris",CH,offspeed,46,1.08,0.9,0.87,-0.03,0.27,35.1,0.01
"Clarke, Taylor",SL,breaking,26,0.28,0.64,0.61,-0.03,0.27,54.2,0.04
"Matsui, Yuki",FS,offspeed,46,1.75,0.82,0.79,-0.03,0.34,36.2,0.01
"Arrighetti, Spencer",CU,breaking,74,1.34,1.43,1.4,-0.03,0.73,168.8,0.01
"King, Michael",CH,offspeed,83,0.93,0.73,0.7,-0.031,0.29,28.2,0.01
"Maton, Phil",CU,breaking,42,1.22,0.99,0.96,-0.031,0.68,158.6,0
"Warren, Will",FF,fastball,87,0.24,0.27,0.24,-0.031,,4.3,0
"López, Reynaldo",SL,breaking,57,2.21,0.8,0.77,-0.032,0.35,89.2,0.05
"May, Dustin",SI,fastball,41,0.16,0.34,0.31,-0.032,,10.6,0.01
"Woo, Bryan",SI,fastball,33,0.14,0.26,0.22,-0.033,,3.6,0.01
"Ureña, Walbert",SI,fastball,41,0.3,0.21,0.18,-0.033,,3.8,0.01
"Adam, Jason",SL,breaking,29,0.31,1.48,1.44,-0.034,0.32,121.8,0.05
"Lange, Alex",CH,offspeed,37,0.76,0.71,0.68,-0.034,0.22,22,0.01
"Holderman, Colin",ST,breaking,42,1.94,1.13,1.09,-0.034,0.41,152.3,0.04
"Ferrer, José A.",SI,fastball,49,0.14,0.22,0.18,-0.035,,3,0
"Uribe, Abner",SL,breaking,44,2.97,1.53,1.5,-0.035,0.42,136.2,0.02
"Sproat, Brandon",SI,fastball,46,0.26,0.24,0.2,-0.035,,4.3,0.01
