player_name,pitch_type,n,whiff,res_shape,res_loc,spin_sim,as_gap,axis
"Cameron, Noah",CH,387,0.375,0.000644243984471962,0.00563139280263174,0.404648611085965,0.0831989664082688,21.089665920629
"Ureña, Walbert",CH,243,0.362,0.0140960485055668,0.0054624854695037,0.804711830884465,0.0369999999999998,12.2088893342412
"Boyle, Joe",FS,79,0.266,-0.0837539643238701,0.00508537304999374,0.301293805134589,0.103139240506329,19.6670561169708
"Diekman, Jake",CH,57,0.281,-0.0449991072282437,0.0048817851334408,0.915560741907028,0.000438596491228119,12.1706635973358
"Buehler, Walker",CH,167,0.228,-0.056264954778796,0.00472818751655866,0.553752673253169,0.0252275449101796,32.7703229059868
"Agnos, Zach",FS,119,0.345,0.056574436805779,0.00460408949185021,0.370400333936559,-0.0819411764705883,26.1311187894995
"Bellozo, Valente",CH,150,0.273,0.000417968033311496,0.00450855852497619,0.482266591973053,-0.00258666666666666,38.4628377836137
"Nola, Aaron",CH,466,0.23,-0.0243933031873005,0.00442499755132354,0.602306635735231,0.0455965665236052,24.2748824910975
"Crawford, Kutter",FS,153,0.359,0.00087725239235378,0.00434648652698552,0.0015155074743791,-0.279313725490196,9.39993607416768
"Evans, Logan",CH,72,0.194,-0.0123444615256957,0.00396782743676132,0.857477607159932,-0.027,12.2129522700392
"Meyer, Max",CH,220,0.255,-0.0479978536516335,0.0037853853283059,0.587092263445911,0.0638363636363636,12.6985920308418
"Wells, Tyler",CH,201,0.254,-0.0187751518115911,0.00303632208271402,0.821063716860752,0.027636815920398,15.1613464104994
"Myers, Tobias",FS,151,0.338,-0.0260822645926159,0.00297029322506161,0.218194884391063,-0.168145695364238,6.33483213913203
"Gilbert, Logan",FS,642,0.431,0.00925614450689047,0.00274837420891723,0.0166649549863777,-0.338177570093458,67.6604510122927
"Finnegan, Kyle",FS,499,0.319,0.00520432276272043,0.0024425365928233,0.477948201158798,-0.0702104208416834,21.5288384826901
"Blalock, Bradley",FS,117,0.248,-0.026512468804636,0.00234889896122596,0.553247860652568,-0.0501794871794872,24.1124311384112
"Stewart, Brock",CH,44,0.318,-0.00286610102458114,0.00230123159639834,0.20975318441764,0.113658536585366,25.3346631441268
"Lawrence, Casey",CH,59,0.22,-0.00182609599659851,0.00228011897667145,0.456961600826824,0.0796271186440677,17.3690375550083
"Poulin, PJ",CH,71,0.225,0.00797817007990123,0.00212002065398412,0.689288305421071,0.0250422535211268,24.8887360470565
"Suter, Brent",CH,407,0.314,-0.000633193880527805,0.00211242607614168,0.0552446797756111,0.203176904176904,23.6832126724628
"Bibee, Tanner",CH,679,0.317,-0.0179822775174199,0.00189031294478243,0.682924196736341,0.0277481590574374,11.9325377662207
"McDonald, Trevor",CH,94,0.298,0.0349984623479783,0.0017268048241697,0.919554486712213,0.0159361702127659,4.45373543552173
"Hill, Jaden",CH,130,0.331,-0.00607451411789012,0.00145836101202255,0.438875207141725,0.0675307692307693,27.7023984171424
"Houck, Tanner",FS,463,0.197,-0.0118041334321396,0.00118853184408342,0.616329736776354,0.0627127429805615,12.7255065666153
"Bieber, Shane",CH,90,0.256,-0.0468932180433306,0.00113621756519869,0.373645972974323,-0.0695666666666667,28.7673681366514
"Anderson, Tyler",CH,1113,0.382,0.016659838642469,0.00106404346593223,0.742375100334813,-0.0210610961365677,20.3605909327327
"Stroman, Marcus",FS,184,0.25,0.0383990763030216,0.000443764343744728,0.104116641354863,0.163565217391304,19.2655211951386
"Leiter, Jack",CH,313,0.307,-0.0666270287523814,0.000316658179268981,0.0821226592954289,-0.165562300319489,13.2622033846723
"Ray, Robbie",CH,353,0.297,0.0019207422134235,0.000236970530542935,0.933933510570054,-0.01814447592068,6.65070901075733
"Bachar, Lake",FS,118,0.339,0.00909386306091355,0.000172215868000052,0.485862039197256,0.0562542372881357,28.5683005905215
"Cortes, Nestor",CH,171,0.339,0.0382719124010055,-1.12014806867571e-05,0.454013887590447,-0.0201578947368421,38.3835407641181
"Muñoz, Roddery",CH,71,0.268,0.0326697616771054,-9.44629469453224e-05,0.742971521277491,0.0530000000000002,4.27741053499519
"Soriano, George",CH,310,0.281,-0.0232194275559898,-0.000671944475584575,0.247842386277914,-0.0369225806451614,25.2938585133353
"Bowlan, Jonathan",CH,75,0.24,-0.0777410204985748,-0.000739923030047106,0.00198301151084993,-0.248893333333333,7.21751507397645
"Ramirez, Nick",CH,93,0.323,0.00907756258023001,-0.000847823420790618,0.575123106740463,0.0812150537634408,10.7084745975728
"Mahle, Tyler",FS,475,0.253,-0.020669783561837,-0.000999706953475422,0.444135013486414,-0.0842063157894737,13.7020897980024
"Greinke, Zack",CH,68,0.25,0.06890836432563,-0.00100962899353835,0.420902365300421,0.0600000000000001,31.9968445242668
"Garrett, Braxton",CH,86,0.267,-0.0254250141983777,-0.00146329725514002,0.488477607370829,0.0561162790697674,28.3105727880055
